Rk,Player,Nation,Pos,Squad,Comp,Age,Born,Min/90,SCA,SCA/90,PassLiveSh,PassDeadSh,DribSh,ShSh,FldSh,DefSh,GCA,GCA/90,PassLiveG,PassDeadG,DribG,ShG,FldG,DefG
2159,Vincent Rüfli,CHE,MF,Dijon FCO,Ligue 1,29,1988,0.3,1,4.09,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
2160,Daniele Rugani,ITA,DF,Juventus FC,Serie A,23,1994,21.5,9,0.42,7,0,0,1,1,0,3,0.14,3,0,0,0,0,0
2161,Mário Rui,PRT,DF,SSC Napoli,Serie A,26,1991,23.2,55,2.37,41,7,4,1,1,0,7,0.30,4,2,0,0,0,0
2162,Aitor Ruibal,ESP,FW,Real Betis Balompié,La Liga,21,1996,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
2163,Fabián Ruiz,ESP,MF,Real Betis Balompié,La Liga,21,1996,29.5,86,2.91,66,0,5,5,3,7,13,0.44,11,0,0,1,0,1
2164,Víctor Ruiz,ESP,DF,Villarreal CF,La Liga,28,1989,26.8,18,0.67,16,1,0,1,0,0,2,0.07,2,0,0,0,0,0
2165,Antonio Rukavina,SRB,DF,Villarreal CF,La Liga,33,1984,14.2,18,1.28,16,1,0,0,0,1,1,0.07,1,0,0,0,0,0
2166,Gerónimo Rulli,ARG,GK,Real Sociedad,La Liga,25,1992,26.0,1,0.04,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
2167,Lukas Rupp,DEU,MF,TSG 1899 Hoffenheim,Bundesliga,26,1991,12.9,35,2.71,31,1,1,1,0,1,6,0.46,3,1,1,0,0,1
2168,Marco Russ,DEU,DF,Eintracht Frankfurt,Bundesliga,31,1985,12.7,10,0.79,9,0,0,1,0,0,1,0.08,1,0,0,0,0,0
2169,Mathew Ryan,AUS,GK,Brighton & Hove Albion,Premier League,25,1992,38.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
2170,Idriss Saadi,DZA,FW,RC Strasbourg Alsace,Ligue 1,25,1992,10.4,12,1.16,7,0,2,1,2,0,1,0.10,0,0,0,0,1,0
2171,Youssouf Sabaly,SEN,DF,FC Girondins Bordeaux,Ligue 1,24,1993,34.4,67,1.95,59,0,2,0,3,3,10,0.29,9,0,1,0,0,0
2172,Abdelhamid Sabiri,DEU,MF,Huddersfield Town,Premier League,20,1996,2.4,5,2.05,3,0,0,0,2,0,1,0.41,1,0,0,0,0,0
2173,Marcel Sabitzer,AUT,MF,RB Leipzig,Bundesliga,23,1994,19.9,64,3.22,50,1,3,6,4,0,11,0.55,8,0,0,2,1,0
2174,Enric Saborit,ESP,DF,Athletic Bilbao,La Liga,25,1992,15.9,17,1.07,12,1,1,0,2,1,2,0.13,1,0,0,0,1,0
2175,Ihsan Sacko,FRA,FW,OGC Nice,Ligue 1,20,1997,2.9,3,1.06,3,0,0,0,0,0,1,0.35,1,0,0,0,0,0
2176,Ihsan Sacko,FRA,FW,RC Strasbourg Alsace,Ligue 1,20,1997,7.9,19,2.43,12,0,1,3,2,1,1,0.13,1,0,0,0,0,0
2177,Mujaid Sadick,ESP,DF,Deportivo de La Coruña,La Liga,17,2000,1.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
2178,Armando Sadiku,ALB,FW,Levante UD,La Liga,26,1991,3.0,5,1.69,3,0,0,2,0,0,0,0.00,0,0,0,0,0,0
2179,Umar Sadiq,NGA,FW,Torino FC,Serie A,20,1997,2.5,5,2.00,3,0,0,1,1,0,0,0.00,0,0,0,0,0,0
2180,Bacary Sagna,FRA,DF,Benevento Calcio,Serie A,34,1983,10.6,16,1.51,12,2,0,1,1,0,0,0.00,0,0,0,0,0,0
2181,Adrián Sahibeddine,FRA,FW,Dijon FCO,Ligue 1,22,1994,0.2,3,9.31,1,0,2,0,0,0,0,0.00,0,0,0,0,0,0
2182,Nuri Sahin,TUR,MF,Borussia Dortmund,Bundesliga,28,1988,13.6,38,2.79,33,2,1,2,0,0,2,0.15,2,0,0,0,0,0
2183,Wesley Saïd,FRA,FW,Dijon FCO,Ligue 1,22,1995,20.4,44,2.15,25,0,11,3,4,1,7,0.34,3,0,2,1,1,0
2184,Allan Saint-Maximin,FRA,MF,AS Monaco,Ligue 1,20,1997,0.2,2,12.00,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
2185,Allan Saint-Maximin,FRA,FW,OGC Nice,Ligue 1,20,1997,25.0,91,3.62,68,0,13,2,6,2,12,0.48,9,0,1,0,1,1
2186,Henri Saivet,SEN,MF,Newcastle United,Premier League,26,1990,0.9,1,1.08,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
2187,Gotoku Sakai,JPN,DF,Hamburger SV,Bundesliga,26,1991,25.4,31,1.22,20,1,6,0,3,1,1,0.04,1,0,0,0,0,0
2188,Hiroki Sakai,JPN,DF,Olympique Marseille,Ligue 1,27,1990,28.0,38,1.36,32,3,1,0,0,2,2,0.07,2,0,0,0,0,0
2189,Diafra Sakho,SEN,FW,West Ham United,Premier League,27,1989,3.4,5,1.47,3,0,0,1,1,0,1,0.29,0,0,0,1,0,0
2190,Diafra Sakho,SEN,FW,Stade Rennais FC,Ligue 1,27,1989,8.7,11,1.27,10,0,0,0,1,0,0,0.00,0,0,0,0,0,0
2191,Mamadou Sakho,FRA,DF,Crystal Palace,Premier League,27,1990,17.8,2,0.11,2,0,0,0,0,0,2,0.11,2,0,0,0,0,0
2192,Bakary Sako,MLI,FW,Crystal Palace,Premier League,29,1988,5.3,19,3.58,12,0,2,4,1,0,3,0.56,1,0,0,2,0,0
2193,Emiliano Sala,ARG,FW,FC Nantes,Ligue 1,26,1990,33.7,72,2.14,49,0,5,5,12,1,4,0.12,4,0,0,0,0,0
2194,Jacopo Sala,ITA,DF,UC Sampdoria,Serie A,25,1991,11.0,13,1.18,11,2,0,0,0,0,1,0.09,1,0,0,0,0,0
2195,Mohamed Salah,EGY,FW,Liverpool FC,Premier League,25,1992,32.3,151,4.67,94,14,23,9,9,2,30,0.93,16,1,11,1,1,0
2196,Bartosz Salamon,POL,DF,SPAL,Serie A,26,1991,19.2,11,0.57,9,0,1,0,0,1,1,0.05,1,0,0,0,0,0
2197,Carlos Salcedo,MEX,DF,Eintracht Frankfurt,Bundesliga,23,1993,17.9,7,0.39,6,1,0,0,0,0,1,0.06,1,0,0,0,0,0
2198,Eddie Salcedo,ITA,MF,Genoa CFC,Serie A,15,2001,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
2199,Yannis Salibur,FRA,FW,EA Guingamp,Ligue 1,26,1991,16.9,58,3.41,33,7,5,8,4,1,7,0.41,4,1,1,1,0,0
2200,Sejad Salihovic,BIH,MF,Hamburger SV,Bundesliga,32,1984,4.1,13,3.19,8,4,0,1,0,0,0,0.00,0,0,0,0,0,0
2201,Yoann Salmier,GUF,DF,RC Strasbourg Alsace,Ligue 1,24,1992,12.3,5,0.41,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0
2202,Mamadou Samassa,MLI,GK,ESTAC Troyes,Ligue 1,27,1990,21.0,2,0.10,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
2203,Brice Samba,COG,GK,SM Caen,Ligue 1,23,1994,3.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
2204,Junior Sambia,FRA,MF,Montpellier HSC,Ligue 1,20,1996,17.1,71,4.15,37,23,3,2,6,0,7,0.41,5,1,1,0,0,0
2205,Frédéric Sammaritano,FRA,FW,Dijon FCO,Ligue 1,31,1986,15.9,49,3.08,38,1,3,4,3,0,5,0.31,4,0,0,1,0,0
2206,Sergi Samper,ESP,MF,UD Las Palmas,La Liga,22,1995,1.6,1,0.62,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
2207,Jairo Samperio,ESP,MF,1.FSV Mainz 05,Bundesliga,24,1993,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
2208,Jairo Samperio,ESP,FW,UD Las Palmas,La Liga,24,1993,6.2,9,1.45,7,1,0,0,1,0,0,0.00,0,0,0,0,0,0
2209,Mario Sampirisi,ITA,DF,FC Crotone,Serie A,24,1992,24.4,19,0.78,18,1,0,0,0,0,2,0.08,2,0,0,0,0,0
2210,Mikel San José,ESP,MF,Athletic Bilbao,La Liga,28,1989,23.9,36,1.50,31,1,2,2,0,0,3,0.13,2,0,0,1,0,0
2211,Antonio Sanabria,PRY,FW,Real Betis Balompié,La Liga,21,1996,9.5,11,1.17,7,0,1,1,2,0,3,0.32,2,0,0,0,1,0
2212,Renato Sanches,PRT,MF,Swansea City,Premier League,19,1997,7.8,13,1.67,9,2,1,0,1,0,1,0.13,0,1,0,0,0,0
2213,Alexis Sánchez,CHL,FW,Manchester United,Premier League,28,1988,11.6,45,3.88,27,4,7,5,2,0,9,0.78,4,1,0,3,1,0
2214,Alexis Sánchez,CHL,FW,Arsenal FC,Premier League,28,1988,16.7,114,6.83,77,6,10,10,11,0,13,0.78,8,0,2,1,2,0
2215,Carlos Sánchez,COL,MF,ACF Fiorentina,Serie A,31,1986,4.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
2216,Carlos Sánchez,COL,MF,RCD Espanyol Barcelona,La Liga,31,1986,12.5,13,1.04,11,0,1,0,1,0,0,0.00,0,0,0,0,0,0
2217,Davinson Sánchez,COL,DF,Tottenham Hotspur,Premier League,21,1996,28.2,12,0.43,11,0,0,1,0,0,0,0.00,0,0,0,0,0,0
2218,Sergio Sánchez,ESP,DF,RCD Espanyol Barcelona,La Liga,31,1986,1.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
2219,Víctor Sánchez,ESP,DF,RCD Espanyol Barcelona,La Liga,29,1987,27.2,20,0.73,17,1,0,0,1,1,2,0.07,2,0,0,0,0,0
2220,Jadon Sancho,ENG,FW,Borussia Dortmund,Bundesliga,17,2000,7.7,38,5.00,31,1,5,1,0,0,6,0.79,5,0,1,0,0,0
2221,Sandro,BRA,MF,Benevento Calcio,Serie A,28,1989,12.8,15,1.17,14,0,1,0,0,0,1,0.08,1,0,0,0,0,0
2222,Alex Sandro,BRA,DF,Juventus FC,Serie A,26,1991,23.5,61,2.60,51,1,2,2,4,1,6,0.26,5,0,0,0,1,0
2223,Arona Sané,SEN,MF,Atlético de Madrid,La Liga,22,1995,0.7,2,2.81,0,0,0,0,1,1,0,0.00,0,0,0,0,0,0
2224,Lamine Sané,SEN,DF,SV Werder Bremen,Bundesliga,30,1987,8.7,3,0.34,2,0,0,1,0,0,0,0.00,0,0,0,0,0,0
2225,Leroy Sané,DEU,FW,Manchester City,Premier League,21,1996,26.9,101,3.76,78,5,10,1,6,1,23,0.86,16,2,4,0,1,0
2226,Salif Sané,SEN,DF,Hannover 96,Bundesliga,26,1990,32.0,35,1.09,27,2,0,3,2,1,4,0.12,4,0,0,0,0,0
2227,Ibrahim Sangaré,CIV,MF,FC Toulouse,Ligue 1,19,1997,17.7,47,2.66,39,2,1,2,3,0,8,0.45,8,0,0,0,0,0
2228,Younousse Sankharé,SEN,MF,FC Girondins Bordeaux,Ligue 1,27,1989,20.9,56,2.68,42,0,3,5,2,4,4,0.19,3,0,0,0,0,1
2229,Baissama Sankoh,GIN,MF,SM Caen,Ligue 1,25,1992,17.1,13,0.76,11,0,0,0,1,1,0,0.00,0,0,0,0,0,0
2230,Siriki Sanogo,CIV,MF,Benevento Calcio,Serie A,15,2001,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
2231,Yaya Sanogo,FRA,FW,FC Toulouse,Ligue 1,24,1993,16.8,32,1.90,18,0,2,4,7,1,6,0.36,3,0,0,1,2,0
2232,Morgan Sanson,FRA,MF,Olympique Marseille,Ligue 1,22,1994,24.1,71,2.94,56,1,1,4,8,1,8,0.33,6,0,0,1,1,0
2233,Nicola Sansone,ITA,FW,Villarreal CF,La Liga,25,1991,7.2,19,2.73,14,2,1,0,2,0,5,0.72,3,0,0,0,2,0
2234,Baptiste Santamaria,FRA,MF,SCO Angers,Ligue 1,22,1995,28.8,37,1.28,29,0,2,1,3,2,1,0.03,0,0,0,0,1,0
2235,Ivan Santini,HRV,FW,SM Caen,Ligue 1,28,1989,30.8,58,1.88,34,0,4,10,9,1,8,0.26,3,0,2,1,2,0
2236,Davide Santon,ITA,DF,Inter Milan,Serie A,26,1991,9.3,8,0.86,7,0,0,1,0,0,1,0.11,0,0,0,1,0,0
2237,Christian Santos,VEN,FW,Deportivo Alavés,La Liga,29,1988,4.9,7,1.46,6,0,0,0,0,1,0,0.00,0,0,0,0,0,0
2238,Douglas Santos,BRA,DF,Hamburger SV,Bundesliga,23,1994,26.4,53,2.01,37,6,7,1,0,1,3,0.11,1,1,0,0,0,0
2239,Samir,BRA,DF,Udinese Calcio,Serie A,22,1994,28.5,15,0.53,10,0,1,1,1,2,1,0.04,1,0,0,0,0,0
2240,Antonio Santurro,ITA,GK,Bologna FC 1909,Serie A,25,1992,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
2241,Riccardo Saponara,ITA,MF,ACF Fiorentina,Serie A,25,1991,10.0,62,6.20,48,6,3,3,2,0,5,0.50,4,1,0,0,0,0
2242,Pablo Sarabia,ESP,FW,Sevilla FC,La Liga,25,1992,26.6,84,3.15,61,6,7,6,3,1,10,0.38,6,0,1,2,1,0
2243,Yusuf Sari,TUR,FW,Olympique Marseille,Ligue 1,18,1998,0.0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,0
2244,Bouna Sarr,GIN,DF,Olympique Marseille,Ligue 1,25,1992,19.9,59,2.98,44,7,2,3,2,1,5,0.25,3,0,1,0,1,0
2245,Ismaïla Sarr,SEN,FW,Stade Rennais FC,Ligue 1,19,1998,20.6,54,2.60,30,0,4,4,15,1,8,0.39,4,0,1,0,3,0
2246,Malang Sarr,FRA,DF,OGC Nice,Ligue 1,18,1999,14.7,13,0.89,11,0,1,1,0,0,0,0.00,0,0,0,0,0,0
2247,Imanol Sarriegi,ESP,MF,SD Eibar,La Liga,22,1995,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
2248,Marco Sau,ITA,FW,Cagliari Calcio,Serie A,29,1987,14.6,40,2.74,28,0,2,4,4,2,2,0.14,2,0,0,0,0,0
2249,Stefan Savic,MNE,DF,Atlético de Madrid,La Liga,26,1991,25.5,7,0.27,5,0,0,0,1,1,0,0.00,0,0,0,0,0,0
2250,Gianluca Scamacca,ITA,FW,US Sassuolo,Serie A,18,1999,0.3,1,4.50,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
2251,Fabian Schär,CHE,DF,Deportivo de La Coruña,La Liga,25,1991,24.7,17,0.69,13,0,0,2,0,2,3,0.12,2,0,0,1,0,0
2252,Ezequiel Schelotto,ITA,DF,Brighton & Hove Albion,Premier League,28,1989,14.6,13,0.89,10,1,0,1,1,0,0,0.00,0,0,0,0,0,0
2253,Pasquale Schiattarella,ITA,MF,SPAL,Serie A,30,1987,22.1,70,3.17,53,9,5,1,2,0,6,0.27,4,1,1,0,0,0
2254,Eros Schiavon,ITA,MF,SPAL,Serie A,34,1983,4.3,2,0.49,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0
2255,Patrik Schick,CZE,FW,AS Roma,Serie A,21,1996,11.0,34,3.11,18,0,4,6,6,0,0,0.00,0,0,0,0,0,0
2256,Julian Schieber,DEU,MF,Hertha BSC,Bundesliga,28,1989,0.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
2257,Christopher Schindler,DEU,DF,Huddersfield Town,Premier League,27,1990,36.3,15,0.41,13,0,0,0,0,2,1,0.03,1,0,0,0,0,0
2258,Sven Schipplock,DEU,FW,Hamburger SV,Bundesliga,28,1988,3.8,8,2.16,5,0,0,2,1,0,1,0.27,0,0,0,1,0,0
2259,Jeffrey Schlupp,GHA,DF,Crystal Palace,Premier League,24,1992,19.4,30,1.55,23,3,1,2,1,0,4,0.21,2,1,0,1,0,0
2260,Kasper Schmeichel,DNK,GK,Leicester City,Premier League,30,1986,32.9,2,0.06,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
2261,Marcel Schmelzer,DEU,DF,Borussia Dortmund,Bundesliga,29,1988,16.6,21,1.27,18,1,0,1,1,0,1,0.06,1,0,0,0,0,0
2262,Jonathan Schmid,FRA,DF,FC Augsburg,Bundesliga,27,1990,16.4,42,2.57,22,15,0,3,2,0,0,0.00,0,0,0,0,0,0
2263,Manuel Schmiedebach,DEU,MF,Hannover 96,Bundesliga,28,1988,1.8,6,3.33,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0
2264,Benno Schmitz,DEU,DF,RB Leipzig,Bundesliga,22,1994,0.9,3,3.29,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0
2265,Morgan Schneiderlin,FRA,MF,Everton FC,Premier League,27,1989,23.7,15,0.63,14,1,0,0,0,0,0,0.00,0,0,0,0,0,0
2266,Alessandro Schöpf,AUT,DF,FC Schalke 04,Bundesliga,23,1994,9.0,16,1.79,12,1,1,0,2,0,1,0.11,0,0,0,0,1,0
2267,Nico Schulz,DEU,DF,TSG 1899 Hoffenheim,Bundesliga,24,1993,19.8,58,2.94,50,1,3,2,2,0,9,0.46,5,0,1,1,2,0
2268,André Schürrle,DEU,FW,Borussia Dortmund,Bundesliga,26,1990,13.7,39,2.84,29,2,3,4,1,0,6,0.44,3,1,1,1,0,0
2269,Julian Schuster,DEU,DF,SC Freiburg,Bundesliga,32,1985,14.5,30,2.06,9,19,0,2,0,0,2,0.14,0,2,0,0,0,0
2270,Pirmin Schwegler,CHE,MF,Hannover 96,Bundesliga,30,1987,25.8,74,2.86,22,47,0,0,5,0,8,0.31,3,5,0,0,0,0
2271,Alexander Schwolow,DEU,GK,SC Freiburg,Bundesliga,25,1992,32.3,7,0.22,4,3,0,0,0,0,0,0.00,0,0,0,0,0,0
2272,Simone Scuffet,ITA,GK,Udinese Calcio,Serie A,21,1996,6.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
2273,Ernest Seka,GIN,DF,RC Strasbourg Alsace,Ligue 1,30,1987,24.2,40,1.65,28,4,3,3,2,0,3,0.12,2,0,0,1,0,0
2274,Vahid Selimovic,LUX,DF,FC Metz,Ligue 1,20,1997,11.7,2,0.17,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0
2275,Davie Selke,DEU,FW,Hertha BSC,Bundesliga,22,1995,21.0,48,2.29,24,0,7,6,11,0,10,0.48,3,0,1,2,4,0
2276,Ole Selnaes,NOR,MF,AS Saint-Étienne,Ligue 1,23,1994,22.9,35,1.53,30,4,0,0,1,0,2,0.09,2,0,0,0,0,0
2277,Nélson Semedo,PRT,DF,FC Barcelona,La Liga,23,1993,16.7,25,1.51,19,0,0,0,4,2,2,0.12,1,0,0,0,1,0
2278,Rúben Semedo,PRT,DF,Villarreal CF,La Liga,23,1994,2.5,2,0.78,1,0,0,0,1,0,0,0.00,0,0,0,0,0,0
2279,Stefano Sensi,ITA,MF,US Sassuolo,Serie A,21,1995,11.6,39,3.39,29,6,0,1,2,1,2,0.17,1,0,0,0,1,0
2280,Luigi Sepe,ITA,GK,SSC Napoli,Serie A,26,1991,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
2281,Suat Serdar,DEU,MF,1.FSV Mainz 05,Bundesliga,20,1997,18.9,45,2.38,37,0,2,1,4,1,0,0.00,0,0,0,0,0,0
2282,Jean Michaël Seri,CIV,MF,OGC Nice,Ligue 1,26,1991,29.1,126,4.32,83,27,1,4,10,1,10,0.34,7,1,0,0,2,0
2283,Julien Serrano,FRA,DF,AS Monaco,Ligue 1,19,1998,3.1,7,2.26,5,0,0,1,0,1,0,0.00,0,0,0,0,0,0
2284,Grégory Sertic,FRA,DF,Olympique Marseille,Ligue 1,27,1989,3.9,5,1.30,3,0,1,0,1,0,0,0.00,0,0,0,0,0,0
2285,Stéphane Sessègnon,BEN,MF,Montpellier HSC,Ligue 1,33,1984,10.9,28,2.55,18,6,0,1,3,0,3,0.27,2,1,0,0,0,0
2286,Seung-woo Lee,KOR,MF,Hellas Verona,Serie A,19,1998,4.0,9,2.35,7,1,0,0,1,0,0,0.00,0,0,0,0,0,0
2287,Stephan El Shaarawy,ITA,FW,AS Roma,Serie A,24,1992,23.9,79,3.29,60,2,7,7,3,0,7,0.29,4,0,2,0,1,0
2288,Meritan Shabani,ALB,FW,Bayern Munich,Bundesliga,18,1999,0.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
2289,Xherdan Shaqiri,CHE,FW,Stoke City,Premier League,25,1991,33.8,121,3.58,70,32,5,8,6,0,11,0.33,4,5,0,1,1,0
2290,Luke Shaw,ENG,DF,Manchester United,Premier League,22,1995,8.8,19,2.16,16,2,0,0,1,0,0,0.00,0,0,0,0,0,0
2291,Ryan Shawcross,ENG,DF,Stoke City,Premier League,29,1987,26.3,7,0.27,3,0,0,3,0,1,1,0.04,1,0,0,0,0,0
2292,Jonjo Shelvey,ENG,MF,Newcastle United,Premier League,25,1992,25.2,70,2.78,53,12,2,2,0,1,5,0.20,3,1,0,1,0,0
2293,Gaku Shibasaki,JPN,MF,Getafe CF,La Liga,25,1992,11.0,26,2.34,18,5,0,0,1,2,1,0.09,1,0,0,0,0,0
2294,Djibril Sidibé,FRA,DF,AS Monaco,Ligue 1,25,1992,23.9,66,2.75,56,2,1,3,2,2,11,0.46,9,1,0,0,0,1
2295,Sidnei,BRA,DF,Deportivo de La Coruña,La Liga,27,1989,19.8,8,0.40,5,0,1,1,0,1,2,0.10,2,0,0,0,0,0
2296,Jaime Sierra,ESP,FW,CD Leganés,La Liga,19,1998,0.3,1,3.46,1,0,0,0,0,0,1,3.46,1,0,0,0,0,0
2297,Vincent Sierro,CHE,MF,SC Freiburg,Bundesliga,21,1995,2.4,7,2.94,4,1,0,1,1,0,0,0.00,0,0,0,0,0,0
2298,Gylfi Sigurdsson,ISL,MF,Everton FC,Premier League,27,1989,25.1,73,2.91,36,26,7,2,0,2,7,0.28,4,2,1,0,0,0
2299,Kolbeinn Sigthórsson,ISL,FW,FC Nantes,Ligue 1,27,1990,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
2300,Adrien Silva,PRT,MF,Leicester City,Premier League,28,1989,8.5,16,1.89,13,1,0,0,1,1,1,0.12,1,0,0,0,0,0
2301,André Silva,PRT,FW,AC Milan,Serie A,21,1995,10.4,40,3.90,35,0,3,0,2,0,1,0.10,1,0,0,0,0,0
2302,Bernardo Silva,PRT,FW,Manchester City,Premier League,22,1994,17.0,59,3.46,54,2,1,0,2,0,6,0.35,5,0,0,0,1,0
2303,David Silva,ESP,MF,Manchester City,Premier League,31,1986,27.0,130,4.81,113,5,3,2,7,0,24,0.89,21,1,1,1,0,0
2304,Gabriel Silva,BRA,DF,AS Saint-Étienne,Ligue 1,26,1991,23.1,27,1.17,21,2,1,0,3,0,2,0.09,2,0,0,0,0,0
2305,Jonathan Silva,ARG,DF,AS Roma,Serie A,23,1994,1.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
2306,Thiago Silva,BRA,DF,Paris Saint-Germain,Ligue 1,32,1984,23.5,15,0.64,15,0,0,0,0,0,5,0.21,5,0,0,0,0,0
2307,Matías Silvestre,ARG,DF,UC Sampdoria,Serie A,32,1984,34.0,13,0.38,10,3,0,0,0,0,0,0.00,0,0,0,0,0,0
2308,Marco Silvestri,ITA,GK,Hellas Verona,Serie A,26,1991,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
2309,Giovanni Simeone,ARG,FW,ACF Fiorentina,Serie A,22,1995,33.3,79,2.36,57,0,9,3,6,4,9,0.27,7,0,2,0,0,0
2310,Lorenco Simic,HRV,DF,SPAL,Serie A,21,1996,3.5,1,0.29,0,0,0,0,0,1,0,0.00,0,0,0,0,0,0
2311,Stefan Simic,CZE,DF,FC Crotone,Serie A,22,1995,6.2,1,0.16,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
2312,David Simón,ESP,DF,UD Las Palmas,La Liga,28,1988,8.0,16,2.01,15,0,1,0,0,0,0,0.00,0,0,0,0,0,0
2313,Danny Simpson,ENG,DF,Leicester City,Premier League,30,1987,25.6,13,0.51,11,1,0,1,0,0,0,0.00,0,0,0,0,0,0
2314,Jack Simpson,ENG,DF,AFC Bournemouth,Premier League,20,1996,0.8,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
2315,Josh Sims,ENG,FW,Southampton FC,Premier League,20,1997,1.8,8,4.42,4,0,1,3,0,0,1,0.55,1,0,0,0,0,0
2316,Jerome Sinclair,ENG,MF,Watford FC,Premier League,20,1996,0.3,1,2.90,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
2317,Giovanni Sio,CIV,FW,Montpellier HSC,Ligue 1,28,1989,24.4,50,2.04,40,0,2,2,4,2,4,0.16,3,0,0,1,0,0
2318,Dimitrios Siovas,GRC,DF,CD Leganés,La Liga,28,1988,22.8,10,0.44,5,1,0,2,1,1,1,0.04,1,0,0,0,0,0
2319,Tobias Sippel,DEU,GK,Borussia Mönchengladbach,Bundesliga,29,1988,4.8,1,0.21,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0
2320,Salvatore Sirigu,ITA,GK,Torino FC,Serie A,30,1987,37.0,2,0.05,2,0,0,0,0,0,1,0.03,1,0,0,0,0,0
2321,Moussa Sissoko,FRA,MF,Tottenham Hotspur,Premier League,27,1989,15.4,45,2.89,39,0,2,2,0,2,3,0.19,2,0,0,0,0,1
2322,Pione Sisto,DNK,FW,Celta de Vigo,La Liga,22,1995,27.8,91,3.23,59,10,7,7,8,0,16,0.57,10,2,1,1,2,0
2323,Antonio Sivera,ESP,GK,Deportivo Alavés,La Liga,20,1996,0.7,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
2324,Ellyes Skhiri,TUN,MF,Montpellier HSC,Ligue 1,22,1995,33.9,72,2.12,62,0,2,5,2,1,2,0.06,2,0,0,0,0,0
2325,Lukasz Skorupski,POL,GK,AS Roma,Serie A,26,1991,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0
2326,Milan Skriniar,SVK,DF,Inter Milan,Serie A,22,1995,38.0,29,0.76,24,0,1,1,1,2,6,0.16,4,0,0,1,1,0
2327,Islam Slimani,DZA,FW,Newcastle United,Premier League,29,1988,1.5,4,2.73,3,0,0,0,1,0,1,0.68,1,0,0,0,0,0
2328,Islam Slimani,DZA,FW,Leicester City,Premier League,29,1988,2.8,6,2.17,6,0,0,0,0,0,2,0.72,2,0,0,0,0,0
2329,Naïm Sliti,TUN,FW,Dijon FCO,Ligue 1,25,1992,25.5,135,5.29,70,26,10,7,20,2,13,0.51,6,1,2,1,3,0
2330,Chris Smalling,ENG,DF,Manchester United,Premier League,27,1989,28.2,10,0.35,9,0,0,0,0,1,0,0.00,0,0,0,0,0,0
2331,Adam Smith,ENG,DF,AFC Bournemouth,Premier League,26,1991,23.0,41,1.78,30,3,4,1,0,3,5,0.22,4,0,1,0,0,0
2332,Tommy Smith,ENG,DF,Huddersfield Town,Premier League,25,1992,21.2,28,1.32,26,2,0,0,0,0,3,0.14,3,0,0,0,0,0
2333,Wesley Sneijder,NLD,MF,OGC Nice,Ligue 1,33,1984,4.4,19,4.28,14,3,1,1,0,0,1,0.23,1,0,0,0,0,0
2334,Cédric Soares,PRT,DF,Southampton FC,Premier League,25,1991,31.0,46,1.48,41,2,2,1,0,0,5,0.16,4,0,1,0,0,0
