Rk,Player,Nation,Pos,Squad,Comp,Age,Born,Min/90,TklPl,TklW,TkDef3rd,TkMid3rd,TkAtt3rd,TklDr,TklDrAtt,TklDr%,DrPast,PressAtt,PressSucc,Press%,PressDef3rd,PressMid3rd,PressAtt3rd,Blocks,BlocksSh,BlocksSoT,BlocksPass,Int,Tkl+Int,Clr,ErrSh
2469,Yann Sommer,CHE,GK,Borussia Mönchengladbach,Bundesliga,31,1988,30.1,0,0,0,0,0,0,0,,0,3,1,33.3,3,0,0,0,0,0,0,0,0,3,2
2470,Son,ESP,DF,Levante UD,La Liga,26,1994,12.3,19,12,7,10,2,7,23,30.4,16,159,43,27.0,47,63,49,23,2,0,21,15,34,23,0
2471,Brandon Soppy,FRA,DF,Stade Rennais FC,Ligue 1,18,2002,6.2,25,15,19,3,3,5,11,45.5,6,95,38,40.0,46,39,10,8,0,0,8,7,32,24,0
2472,David Soria,ESP,GK,Getafe CF,La Liga,27,1993,28.0,0,0,0,0,0,0,1,0.0,1,4,0,0.0,4,0,0,1,0,0,1,0,0,1,0
2473,Roberto Soriano,ITA,MF,Bologna FC 1909,Serie A,29,1991,36.1,47,32,19,19,9,11,61,18.0,50,608,157,25.8,148,271,189,36,7,0,29,27,74,47,0
2474,Alberto Soro,ESP,FW,Granada CF,La Liga,21,1999,4.4,5,5,0,4,1,0,4,0.0,4,94,29,30.9,25,48,21,10,0,0,10,4,9,1,0
2475,Borna Sosa,HRV,DF,VfB Stuttgart,Bundesliga,22,1998,22.7,22,13,11,8,3,9,22,40.9,13,172,59,34.3,82,57,33,46,6,0,40,23,45,77,0
2476,Hugo Sotelo,ESP,MF,Celta de Vigo,La Liga,16,2003,0.0,0,0,0,0,0,0,0,,0,1,0,0.0,1,0,0,0,0,0,0,0,0,0,0
2477,Florian Sotoca,FRA,FW,RC Lens,Ligue 1,29,1990,26.8,30,16,4,19,7,4,25,16.0,21,357,88,24.6,25,181,151,36,3,0,33,8,38,20,0
2478,Riccardo Sottil,ITA,MF,Cagliari Calcio,Serie A,21,1999,13.2,10,8,3,5,2,3,10,30.0,7,128,26,20.3,35,58,35,7,1,0,6,4,14,5,0
2479,Cheick Souaré,FRA,MF,Olympique Marseille,Ligue 1,17,2002,0.1,0,0,0,0,0,0,1,0.0,1,1,0,0.0,0,1,0,1,1,0,0,1,1,0,0
2480,Tomas Soucek,CZE,MF,West Ham United,Premier League,25,1995,38.0,83,50,41,34,8,25,86,29.1,61,603,163,27.0,221,291,91,56,21,0,35,55,138,145,1
2481,Rayan Souici,FRA,DF,AS Saint-Étienne,Ligue 1,22,1998,0.1,0,0,0,0,0,0,0,,0,1,1,100.0,0,1,0,0,0,0,0,0,0,1,0
2482,Cebio Soukou,BEN,FW,Arminia Bielefeld,Bundesliga,27,1992,5.1,10,6,4,4,2,4,9,44.4,5,100,25,25.0,25,41,34,3,0,0,3,1,11,5,0
2483,Adama Soumaoro,FRA,DF,Bologna FC 1909,Serie A,28,1992,19.5,28,16,23,5,0,6,12,50.0,6,215,78,36.3,130,79,6,46,26,0,20,32,60,102,0
2484,Adama Soumaoro,FRA,DF,LOSC Lille,Ligue 1,28,1992,1.6,2,2,1,1,0,0,0,,0,9,4,44.4,6,3,0,1,1,0,0,2,4,4,0
2485,Boubakary Soumaré,FRA,MF,LOSC Lille,Ligue 1,21,1999,21.3,47,30,18,25,4,7,24,29.2,17,277,83,30.0,87,157,33,23,6,0,17,40,87,20,0
2486,Yahya Soumaré,FRA,FW,Olympique Lyon,Ligue 1,20,2000,0.0,1,0,1,0,0,0,0,,0,2,0,0.0,1,0,1,0,0,0,0,1,2,0,0
2487,Arnaud Souquet,FRA,DF,Montpellier HSC,Ligue 1,28,1992,13.6,53,23,41,8,4,23,45,51.1,22,240,64,26.7,146,64,30,34,6,0,28,19,72,31,0
2488,Ansou Sow,FRA,MF,RC Lens,Ligue 1,20,2000,0.1,0,0,0,0,0,0,0,,0,2,0,0.0,1,1,0,2,0,0,2,0,0,0,0
2489,Djibril Sow,CHE,MF,Eintracht Frankfurt,Bundesliga,23,1997,24.2,67,45,28,36,3,18,53,34.0,35,536,174,32.5,167,289,80,47,10,2,37,55,122,32,0
2490,Saïdou Sow,GIN,DF,AS Saint-Étienne,Ligue 1,18,2002,11.1,30,14,23,7,0,9,18,50.0,9,125,51,40.8,81,41,3,16,9,1,7,18,48,56,2
2491,Caglar Söyüncü,TUR,DF,Leicester City,Premier League,24,1996,20.2,31,16,14,17,0,10,31,32.3,21,166,55,33.1,93,64,9,22,10,0,12,27,58,109,2
2492,Leonardo Spinazzola,ITA,DF,AS Roma,Serie A,27,1993,23.6,13,5,3,10,0,5,18,27.8,13,205,55,26.8,72,70,63,27,1,0,26,31,44,32,2
2493,Marco Sportiello,ITA,GK,Atalanta BC,Serie A,28,1992,14.0,1,1,1,0,0,0,2,0.0,2,2,1,50.0,2,0,0,0,0,0,0,0,1,2,0
2494,Mattia Sprocati,ITA,FW,Parma Calcio 1913,Serie A,27,1993,0.2,0,0,0,0,0,0,1,0.0,1,2,2,100.0,0,2,0,0,0,0,0,0,0,0,0
2495,Jeremiah St. Juste,NLD,DF,1.FSV Mainz 05,Bundesliga,23,1996,32.0,72,45,45,21,6,16,39,41.0,23,396,131,33.1,222,145,29,70,26,1,44,61,133,146,0
2496,Benjamin Stambouli,FRA,MF,FC Schalke 04,Bundesliga,29,1990,21.7,60,45,32,22,6,23,47,48.9,24,277,101,36.5,129,125,23,49,14,0,35,61,121,68,2
2497,Josip Stanisic,DEU,DF,Bayern Munich,Bundesliga,20,2000,1.0,2,1,2,0,0,0,1,0.0,1,15,6,40.0,8,4,3,2,0,0,2,1,3,4,0
2498,Niklas Stark,DEU,DF,Hertha BSC,Bundesliga,25,1995,31.0,66,36,34,29,3,11,35,31.4,24,430,135,31.4,210,186,34,58,18,0,40,40,106,146,0
2499,Renato Steffen,CHE,FW,VfL Wolfsburg,Bundesliga,28,1991,17.4,26,15,8,14,4,8,29,27.6,21,286,79,27.6,70,147,69,33,3,0,30,13,39,13,0
2500,Zack Steffen,USA,GK,Manchester City,Premier League,25,1995,1.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
2501,Pascal Stenzel,DEU,DF,VfB Stuttgart,Bundesliga,24,1996,14.2,33,18,17,15,1,19,48,39.6,29,186,58,31.2,95,80,11,33,4,1,29,18,51,42,1
2502,Dale Stephens,ENG,MF,Burnley FC,Premier League,31,1989,2.9,10,4,3,5,2,5,8,62.5,3,48,15,31.3,15,27,6,3,0,0,3,3,13,0,0
2503,Jack Stephens,ENG,DF,Southampton FC,Premier League,26,1994,17.1,37,19,22,14,1,17,38,44.7,21,168,57,33.9,94,65,9,41,13,0,28,25,62,84,1
2504,Raheem Sterling,ENG,FW,Manchester City,Premier League,25,1994,28.2,20,18,4,13,3,6,19,31.6,13,288,83,28.8,37,136,115,17,1,0,16,14,34,2,0
2505,Enda Stevens,IRL,DF,Sheffield United,Premier League,30,1990,30.0,53,23,29,18,6,21,58,36.2,37,417,92,22.1,195,154,68,60,14,1,46,47,100,95,2
2506,Lars Stindl,DEU,MF,Borussia Mönchengladbach,Bundesliga,31,1988,21.8,35,23,7,21,7,8,33,24.2,25,458,117,25.5,78,209,171,27,4,1,23,6,41,21,0
2507,Kevin Stöger,AUT,MF,1.FSV Mainz 05,Bundesliga,26,1993,6.0,14,10,5,6,3,4,16,25.0,12,97,33,34.0,29,42,26,9,0,0,9,11,25,7,0
2508,John Stones,ENG,DF,Manchester City,Premier League,26,1994,21.5,20,12,13,5,2,7,14,50.0,7,130,51,39.2,67,54,9,31,14,0,17,20,40,77,0
2509,Thomas Strakosha,ALB,GK,SS Lazio,Serie A,25,1995,9.0,1,1,1,0,0,1,1,100.0,0,1,0,0.0,1,0,0,0,0,0,0,0,1,2,0
2510,Tobias Strobl,DEU,MF,FC Augsburg,Bundesliga,30,1990,20.5,25,14,12,12,1,12,36,33.3,24,312,99,31.7,107,174,31,34,12,0,22,28,53,30,0
2511,Kevin Strootman,NLD,MF,Genoa CFC,Serie A,30,1990,14.6,43,27,21,21,1,22,38,57.9,16,334,96,28.7,122,158,54,37,4,0,33,28,71,16,0
2512,Kevin Strootman,NLD,MF,Olympique Marseille,Ligue 1,30,1990,2.6,11,6,5,6,0,5,9,55.6,4,61,22,36.1,23,35,3,6,2,0,4,3,14,9,0
2513,Pascal Struijk,NLD,DF,Leeds United,Premier League,20,1999,23.1,56,29,37,18,1,14,29,48.3,15,382,118,30.9,204,155,23,52,23,0,29,41,97,102,1
2514,Jens Stryger Larsen,DNK,DF,Udinese Calcio,Serie A,29,1991,29.3,21,15,13,6,2,10,29,34.5,19,255,67,26.3,117,85,53,56,11,0,45,29,50,50,2
2515,Stefano Sturaro,ITA,MF,Hellas Verona,Serie A,27,1993,4.7,9,5,3,5,1,3,9,33.3,6,101,23,22.8,22,58,21,8,0,0,8,2,11,10,0
2516,Stefano Sturaro,ITA,MF,Genoa CFC,Serie A,27,1993,4.9,12,7,3,7,2,3,11,27.3,8,110,27,24.5,31,58,21,10,0,0,10,2,14,2,0
2517,Damián Suárez,URY,DF,Getafe CF,La Liga,32,1988,27.0,55,33,30,20,5,25,67,37.3,42,501,148,29.5,187,225,89,58,2,0,56,34,89,86,0
2518,Denis Suárez,ESP,MF,Celta de Vigo,La Liga,26,1994,31.7,66,35,24,29,13,22,103,21.4,81,674,176,26.1,222,359,93,38,2,0,36,27,93,20,0
2519,Luis Suárez,URY,FW,Atlético de Madrid,La Liga,33,1987,27.9,12,5,0,5,7,2,9,22.2,7,168,43,25.6,7,74,87,14,1,0,13,6,18,14,0
2520,Marek Suchy,CZE,DF,FC Augsburg,Bundesliga,32,1988,3.4,5,3,1,4,0,1,2,50.0,1,26,10,38.5,11,15,0,5,4,1,1,1,6,12,0
2521,Niklas Süle,DEU,DF,Bayern Munich,Bundesliga,24,1995,16.7,33,18,18,11,4,12,24,50.0,12,159,60,37.7,69,63,27,29,11,0,18,21,54,43,1
2522,Suso,ESP,FW,Sevilla FC,La Liga,26,1993,24.6,20,13,8,6,6,8,29,27.6,21,227,68,30.0,50,102,75,20,0,0,20,9,29,4,0
2523,Bosko Sutalo,HRV,DF,Atalanta BC,Serie A,20,2000,2.6,7,5,1,3,3,2,4,50.0,2,25,12,48.0,9,9,7,3,1,0,2,2,9,16,0
2524,Mattias Svanberg,SWE,MF,Bologna FC 1909,Serie A,21,1999,20.6,41,18,18,15,8,10,42,23.8,32,308,79,25.6,116,135,57,33,3,0,30,36,77,27,0
2525,Abdoulaye Sylla,GIN,DF,FC Nantes,Ligue 1,20,2000,0.1,2,0,2,0,0,1,1,100.0,0,2,0,0.0,2,0,0,0,0,0,0,1,3,1,0
2526,Issiaga Sylla,GIN,DF,RC Lens,Ligue 1,26,1994,12.4,36,21,15,18,3,12,21,57.1,9,165,61,37.0,47,74,44,25,3,0,22,16,52,25,0
2527,Eddy Sylvestre,FRA,FW,OGC Nice,Ligue 1,20,1999,1.1,1,1,1,0,0,0,1,0.0,1,22,6,27.3,5,11,6,1,0,0,1,0,1,0,0
2528,Ádám Szalai,HUN,FW,1.FSV Mainz 05,Bundesliga,32,1987,8.1,7,7,3,2,2,1,6,16.7,5,132,42,31.8,14,60,58,4,1,0,3,3,10,2,0
2529,Wojciech Szczesny,POL,GK,Juventus FC,Serie A,30,1990,29.7,0,0,0,0,0,0,0,,0,1,0,0.0,1,0,0,1,0,0,1,0,0,0,0
2530,Frederik Sörensen,DNK,DF,1. FC Köln,Bundesliga,28,1992,1.1,2,2,0,2,0,0,2,0.0,2,26,9,34.6,13,9,4,3,0,0,3,0,2,3,0
2531,Alexander Sörloth,NOR,FW,RB Leipzig,Bundesliga,24,1995,16.0,11,7,1,6,4,5,19,26.3,14,315,106,33.7,11,116,188,18,2,0,16,5,16,13,0
2532,Tachi,ESP,DF,Deportivo Alavés,La Liga,22,1997,9.4,12,7,10,2,0,3,11,27.3,8,73,20,27.4,47,23,3,15,6,0,9,9,21,46,0
2533,Jonathan Tah,DEU,DF,Bayer 04 Leverkusen,Bundesliga,24,1996,24.7,35,18,23,11,1,13,23,56.5,10,212,75,35.4,107,93,12,45,16,1,29,47,82,126,0
2534,Waniss Taïbi,FRA,MF,SCO Angers,Ligue 1,18,2002,0.4,0,0,0,0,0,0,2,0.0,2,16,3,18.8,1,13,2,0,0,0,0,2,2,0,0
2535,Flavien Tait,FRA,MF,Stade Rennais FC,Ligue 1,27,1993,15.2,45,30,17,24,4,12,37,32.4,25,278,94,33.8,80,125,73,15,4,0,11,24,69,8,0
2536,Adrien Tamèze,CMR,MF,Hellas Verona,Serie A,26,1994,25.6,53,41,26,24,3,12,34,35.3,22,448,142,31.7,132,232,84,50,9,0,41,35,88,55,2
2537,Japhet Tanganga,ENG,DF,Tottenham Hotspur,Premier League,21,1999,5.4,4,4,4,0,0,1,3,33.3,2,76,22,28.9,40,24,12,9,4,0,5,2,6,19,0
2538,Renato Tapia,PER,MF,Celta de Vigo,La Liga,25,1995,30.0,78,49,42,30,6,23,82,28.0,59,613,171,27.9,228,325,60,77,14,0,63,46,124,107,2
2539,Edmond Tapsoba,BFA,DF,Bayer 04 Leverkusen,Bundesliga,21,1999,29.5,64,34,45,18,1,22,52,42.3,30,383,135,35.2,205,152,26,72,26,1,46,49,113,149,2
2540,Matt Targett,ENG,DF,Aston Villa,Premier League,24,1995,37.8,97,57,51,30,16,52,98,53.1,46,425,131,30.8,219,136,70,81,18,0,63,47,144,126,1
2541,James Tarkowski,ENG,DF,Burnley FC,Premier League,27,1992,36.0,74,42,60,10,4,30,54,55.6,24,252,104,41.3,174,68,10,70,46,2,24,57,131,236,1
2542,Ciprian Tatarusanu,ROU,GK,AC Milan,Serie A,34,1986,1.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,1
2543,Percy Tau,ZAF,FW,Brighton & Hove Albion,Premier League,26,1994,1.1,1,0,1,0,0,1,2,50.0,1,30,3,10.0,9,11,10,2,0,0,2,0,1,0,0
2544,Niklas Tauer,DEU,MF,1.FSV Mainz 05,Bundesliga,19,2001,0.8,1,0,0,1,0,0,2,0.0,2,13,3,23.1,4,7,2,4,1,0,3,0,1,5,0
2545,Heriberto Tavares,PRT,MF,Stade Brest 29,Ligue 1,23,1997,0.5,0,0,0,0,0,0,1,0.0,1,17,4,23.5,3,10,4,0,0,0,0,1,1,1,0
2546,Sidnei Tavares,PRT,MF,Leicester City,Premier League,18,2001,0.9,0,0,0,0,0,0,0,,0,19,7,36.8,8,9,2,1,1,0,0,1,1,0,0
2547,Tomás Tavares,PRT,MF,Deportivo Alavés,La Liga,19,2001,0.7,1,1,1,0,0,1,2,50.0,1,11,1,9.1,9,0,2,0,0,0,0,1,2,2,0
2548,Charlie Taylor,ENG,DF,Burnley FC,Premier League,26,1993,27.0,46,25,25,13,8,22,48,45.8,26,226,71,31.4,96,96,34,67,19,0,48,28,74,96,1
2549,Neil Taylor,WAL,DF,Aston Villa,Premier League,31,1989,0.2,1,0,1,0,0,0,0,,0,4,0,0.0,3,0,1,0,0,0,0,0,1,0,0
2550,Allan Tchaptchet,FRA,DF,Southampton FC,Premier League,18,2001,0.1,0,0,0,0,0,0,0,,0,1,0,0.0,1,0,0,0,0,0,0,0,0,0,0
2551,Warren Tchimbembé,FRA,MF,FC Metz,Ligue 1,22,1998,5.5,4,3,3,1,0,3,8,37.5,5,78,22,28.2,26,39,13,9,1,0,8,3,7,5,0
2552,Aurélien Tchouaméni,FRA,MF,AS Monaco,Ligue 1,20,2000,34.0,142,97,57,66,19,40,94,42.6,54,656,240,36.6,227,328,101,54,12,0,42,64,206,70,0
2553,Álvaro Tejero,ESP,DF,SD Eibar,La Liga,24,1996,1.2,5,3,0,3,2,2,3,66.7,1,15,5,33.3,4,9,2,2,0,0,2,0,5,6,0
2554,Nathan Tella,ENG,FW,Southampton FC,Premier League,21,1999,8.3,12,8,1,5,6,5,15,33.3,10,222,56,25.2,32,107,83,13,0,0,13,9,21,5,0
2555,Alex Telles,BRA,DF,Manchester United,Premier League,27,1992,7.7,12,6,10,2,0,5,14,35.7,9,68,22,32.4,38,20,10,11,1,0,10,12,24,27,0
2556,Andrés Tello,COL,DF,Benevento Calcio,Serie A,23,1996,4.6,11,8,8,3,0,4,20,20.0,16,93,32,34.4,44,32,17,11,1,0,10,7,18,9,0
2557,Cristian Tello,ESP,FW,Real Betis Balompié,La Liga,28,1991,14.3,13,9,4,7,2,5,27,18.5,22,192,46,24.0,33,99,60,21,0,0,21,8,21,3,0
2558,Lino Tempelmann,DEU,MF,SC Freiburg,Bundesliga,21,1999,3.0,5,3,2,3,0,0,2,0.0,2,63,16,25.4,24,36,3,8,1,0,7,0,5,7,0
2559,Hidde ter Avest,NLD,DF,Udinese Calcio,Serie A,23,1997,3.9,4,3,3,1,0,3,5,60.0,2,44,18,40.9,18,18,8,7,1,0,6,0,4,5,0
2560,Marc-André ter Stegen,DEU,GK,FC Barcelona,La Liga,28,1992,31.0,0,0,0,0,0,0,2,0.0,2,1,0,0.0,1,0,0,0,0,0,0,0,0,3,1
2561,Pietro Terracciano,ITA,GK,ACF Fiorentina,Serie A,30,1990,3.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
2562,Martin Terrier,FRA,FW,Stade Rennais FC,Ligue 1,23,1997,27.1,34,24,7,15,12,7,28,25.0,21,518,139,26.8,51,214,253,35,1,0,34,18,52,10,0
2563,Claudio Terzi,ITA,DF,Spezia Calcio,Serie A,36,1984,20.8,34,14,21,12,1,17,28,60.7,11,201,74,36.8,99,98,4,34,12,1,22,35,69,80,1
2564,Kenny Tete,NLD,DF,Fulham FC,Premier League,24,1995,16.5,58,29,33,18,7,15,26,57.7,11,250,79,31.6,121,89,40,30,5,0,25,29,87,61,0
2565,Kenny Tete,NLD,DF,Olympique Lyon,Ligue 1,24,1995,0.2,2,1,1,1,0,0,0,,0,4,2,50.0,1,1,2,0,0,0,0,1,3,0,0
2566,Cedric Teuchert,DEU,FW,1.FC Union Berlin,Bundesliga,23,1997,8.4,10,7,1,8,1,2,17,11.8,15,176,51,29.0,25,97,54,14,0,0,14,11,21,6,0
2567,Florian Thauvin,FRA,FW,Olympique Marseille,Ligue 1,27,1993,30.4,50,24,23,20,7,23,65,35.4,42,427,108,25.3,98,199,130,32,3,0,29,16,66,11,0
2568,Malick Thiaw,DEU,DF,FC Schalke 04,Bundesliga,18,2001,16.1,47,20,27,18,2,15,30,50.0,15,222,65,29.3,116,94,12,29,14,0,15,33,80,80,0
2569,Jan Thielmann,DEU,FW,1. FC Köln,Bundesliga,18,2002,11.4,18,12,4,9,5,2,7,28.6,5,206,59,28.6,29,101,76,12,1,0,11,8,26,4,0
2570,Sada Thioub,SEN,FW,SCO Angers,Ligue 1,25,1995,14.0,22,18,8,7,7,8,26,30.8,18,298,92,30.9,79,123,96,18,0,0,18,9,31,5,0
2571,Will Fish,ENG,DF,Manchester United,Premier League,17,2003,0.0,0,0,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0
2572,Luke Thomas,ENG,DF,Leicester City,Premier League,19,2001,10.8,23,8,11,4,8,6,13,46.2,7,194,59,30.4,75,80,39,28,3,0,25,16,39,26,0
2573,Romain Thomas,FRA,DF,SCO Angers,Ligue 1,32,1988,33.6,61,38,45,15,1,15,44,34.1,29,339,116,34.2,244,88,7,50,25,0,25,46,107,206,1
2574,Adrien Thomasson,FRA,MF,RC Strasbourg Alsace,Ligue 1,26,1993,29.2,48,35,16,21,11,10,58,17.2,48,709,213,30.0,108,367,234,41,4,0,37,28,76,6,0
2575,Erik Thommy,DEU,DF,VfB Stuttgart,Bundesliga,25,1994,3.5,4,0,0,3,1,1,4,25.0,3,57,13,22.8,16,22,19,6,0,0,6,7,11,5,0
2576,Morten Thorsby,NOR,MF,UC Sampdoria,Serie A,24,1996,29.4,80,58,35,36,9,16,55,29.1,39,712,215,30.2,269,310,133,65,18,0,47,21,101,43,0
2577,Marcus Thuram,FRA,FW,Borussia Mönchengladbach,Bundesliga,22,1997,19.2,22,16,10,6,6,5,18,27.8,13,328,97,29.6,52,157,119,34,3,0,31,20,42,14,0
2578,Khéphren Thuram,FRA,MF,OGC Nice,Ligue 1,19,2001,16.6,36,22,8,21,7,8,26,30.8,18,247,78,31.6,75,128,44,23,7,0,16,10,46,27,0
2579,Cheikh Sabaly,SEN,MF,FC Metz,Ligue 1,21,1999,0.1,0,0,0,0,0,0,0,,0,3,1,33.3,0,2,1,0,0,0,0,0,0,0,0
2580,Youri Tielemans,BEL,MF,Leicester City,Premier League,23,1997,37.3,77,56,31,30,16,27,95,28.4,68,505,182,36.0,162,245,98,57,11,0,46,36,113,29,0
2581,Kieran Tierney,SCO,DF,Arsenal FC,Premier League,23,1997,25.5,29,17,8,13,8,9,28,32.1,19,197,65,33.0,69,80,48,50,11,0,39,20,49,77,0
2582,Steffen Tigges,DEU,FW,Borussia Dortmund,Bundesliga,22,1998,0.6,4,3,0,1,3,2,3,66.7,1,23,6,26.1,3,12,8,3,0,0,3,0,4,1,0
2583,Guus Til,NLD,FW,SC Freiburg,Bundesliga,22,1997,1.4,4,1,2,1,1,2,4,50.0,2,38,9,23.7,8,11,19,2,0,0,2,1,5,2,0
2584,David Timor,ESP,MF,Getafe CF,La Liga,30,1989,15.5,15,8,4,9,2,8,18,44.4,10,118,37,31.4,36,62,20,11,3,1,8,13,28,91,0
2585,Jean-Clair Todibo,FRA,DF,OGC Nice,Ligue 1,20,1999,14.8,36,26,26,10,0,22,37,59.5,15,159,62,39.0,102,49,8,21,8,0,13,22,58,80,1
2586,Karl Toko Ekambi,CMR,FW,Olympique Lyon,Ligue 1,27,1992,31.2,16,9,4,5,7,6,35,17.1,29,329,83,25.2,67,135,127,27,3,0,24,26,42,14,0
2587,Corentin Tolisso,FRA,MF,Bayern Munich,Bundesliga,25,1994,8.7,17,12,3,13,1,8,25,32.0,17,154,38,24.7,32,87,35,17,1,0,16,3,20,10,0
2588,Jeremy Toljan,DEU,DF,US Sassuolo,Serie A,25,1994,16.6,28,16,22,4,2,14,34,41.2,20,235,71,30.2,107,81,47,30,7,0,23,17,45,34,0
2589,Rafael Tolói,ITA,DF,Atalanta BC,Serie A,29,1990,28.2,57,33,23,29,5,17,43,39.5,26,336,131,39.0,126,163,47,44,6,0,38,38,95,79,1
2590,Takehiro Tomiyasu,JPN,DF,Bologna FC 1909,Serie A,21,1998,30.2,43,29,28,11,4,17,30,56.7,13,346,123,35.5,174,135,37,59,18,0,41,51,94,145,0
2591,James Tomkins,ENG,DF,Crystal Palace,Premier League,31,1989,6.1,6,4,4,2,0,5,6,83.3,1,39,11,28.2,30,9,0,8,3,0,5,5,11,52,0
2592,Fikayo Tomori,ENG,DF,Chelsea FC,Premier League,22,1997,0.5,3,2,1,2,0,2,2,100.0,0,3,1,33.3,3,0,0,4,3,0,1,1,4,8,0
2593,Fikayo Tomori,ENG,DF,AC Milan,Serie A,22,1997,16.3,33,15,22,10,1,12,21,57.1,9,216,85,39.4,123,82,11,38,21,1,17,21,54,91,1
2594,Sandro Tonali,ITA,MF,AC Milan,Serie A,20,2000,14.8,27,14,13,13,1,11,27,40.7,16,303,68,22.4,108,154,41,29,6,0,23,20,47,24,0
2595,Lorenzo Tonelli,ITA,DF,UC Sampdoria,Serie A,30,1990,19.8,37,22,22,15,0,5,18,27.8,13,234,86,36.8,121,93,20,35,15,1,20,18,55,104,1
2596,Toño García,ESP,DF,Levante UD,La Liga,30,1989,8.1,7,5,5,2,0,4,10,40.0,6,77,25,32.5,42,23,12,11,1,0,10,8,15,17,0
2597,Ömer Toprak,TUR,DF,SV Werder Bremen,Bundesliga,31,1989,21.6,31,13,20,10,1,10,24,41.7,14,163,53,32.5,95,60,8,41,16,0,25,51,82,142,2
2598,Tyrone Tormin,FRA,MF,AS Saint-Étienne,Ligue 1,19,2001,0.2,0,0,0,0,0,0,0,,0,7,1,14.3,1,3,3,0,0,0,0,0,0,0,0
2599,Ernesto Torregrossa,ITA,FW,UC Sampdoria,Serie A,28,1992,1.9,1,1,0,0,1,0,2,0.0,2,28,5,17.9,2,17,9,5,1,0,4,1,2,1,0
2600,Lucas Torreira,URY,MF,Atlético de Madrid,La Liga,24,1996,5.8,8,6,2,4,2,0,4,0.0,4,75,18,24.0,26,37,12,11,3,0,8,7,15,7,0
2601,Ferran Torres,ESP,FW,Manchester City,Premier League,20,2000,14.5,15,8,6,6,3,7,22,31.8,15,217,66,30.4,37,93,87,17,1,0,16,7,22,6,0
2602,Óliver Torres,ESP,MF,Sevilla FC,La Liga,25,1994,15.6,36,26,13,18,5,17,47,36.2,30,307,92,30.0,67,173,67,28,2,0,26,16,52,5,0
2603,Pau Torres,ESP,DF,Villarreal CF,La Liga,23,1997,33.0,17,10,7,8,2,5,15,33.3,10,155,58,37.4,99,47,9,49,26,1,23,30,47,144,3
2604,Roberto Torres,ESP,MF,CA Osasuna,La Liga,31,1989,21.0,14,8,5,6,3,6,26,23.1,20,226,52,23.0,47,115,64,15,0,0,15,20,34,19,0
2605,Lucas Torró,ESP,MF,CA Osasuna,La Liga,26,1994,17.2,31,21,7,20,4,17,36,47.2,19,217,79,36.4,65,116,36,23,8,0,15,29,60,58,0
2606,Jordan Torunarigha,DEU,DF,Hertha BSC,Bundesliga,22,1997,10.8,13,7,11,1,1,4,11,36.4,7,116,32,27.6,71,35,10,17,2,0,15,20,33,70,4
2607,Cenk Tosun,TUR,FW,Everton FC,Premier League,29,1991,0.5,0,0,0,0,0,0,0,,0,8,1,12.5,2,4,2,0,0,0,0,0,0,0,0
2608,Abdoulaye Touré,FRA,MF,FC Nantes,Ligue 1,26,1994,18.7,30,20,14,12,4,6,29,20.7,23,283,76,26.9,73,161,49,28,6,0,22,16,46,26,0
2609,Almamy Touré,MLI,DF,Eintracht Frankfurt,Bundesliga,24,1996,7.8,16,13,6,6,4,8,16,50.0,8,117,37,31.6,36,47,34,15,1,0,14,11,27,20,1
2610,Lucas Tousart,FRA,MF,Hertha BSC,Bundesliga,23,1997,23.2,51,36,26,22,3,13,33,39.4,20,447,155,34.7,151,240,56,54,7,0,47,42,93,78,2
2611,Andros Townsend,ENG,MF,Crystal Palace,Premier League,29,1991,25.1,69,36,39,20,10,26,92,28.3,66,533,134,25.1,242,201,90,61,2,0,59,48,117,12,0
2612,Conor Townsend,ENG,DF,West Bromwich Albion,Premier League,27,1993,24.8,56,32,37,14,5,31,54,57.4,23,272,93,34.2,130,102,40,45,16,2,29,40,96,65,1
2613,Matteo Tramoni,FRA,FW,Cagliari Calcio,Serie A,20,2000,0.8,2,2,1,0,1,0,1,0.0,1,38,12,31.6,16,13,9,9,0,0,9,1,3,0,0
2614,Adama Traoré,ESP,FW,Wolverhampton Wanderers,Premier League,24,1996,29.4,32,23,15,12,5,9,20,45.0,11,345,107,31.0,78,184,83,28,2,0,26,11,43,16,1
2615,Amadou Traoré,FRA,MF,FC Girondins Bordeaux,Ligue 1,18,2002,3.4,7,4,2,3,2,2,11,18.2,9,74,17,23.0,26,29,19,12,0,0,12,1,8,2,0
2616,Bertrand Traoré,BFA,FW,Aston Villa,Premier League,24,1995,25.7,26,9,9,8,9,9,39,23.1,30,389,74,19.0,106,157,126,26,1,0,25,23,49,16,0
2617,Boubacar Traoré,MLI,MF,FC Metz,Ligue 1,18,2001,0.6,3,2,2,1,0,1,1,100.0,0,11,3,27.3,1,5,5,0,0,0,0,1,4,0,0
2618,Chaka Traorè,CIV,DF,Parma Calcio 1913,Serie A,15,2004,0.2,0,0,0,0,0,0,0,,0,7,0,0.0,2,4,1,1,0,0,1,0,0,1,0
