Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls,Ast,G+A,G-PK,G+A-PK,xG,npxG,xA,npxG+xA,xG,xA,xG+xA,npxG,npxG+xA
2423,Ki Sung-yueng\Ki-Sung-yueng,kr KOR,MF,Mallorca,es La Liga,30,1989,1,0,9,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
2424,Stoppila Sunzu\Stoppila-Sunzu,zm ZAM,DF,Metz,fr Ligue 1,30,1989,17,14,1352,15.0,0,0,0,0,0,2,1,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.0,0.5,0.03,0.00,0.03,0.03,0.03
2425,Andrew Surman\Andrew-Surman,eng ENG,MF,Bournemouth,eng Premier League,32,1986,5,2,235,2.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.01,0.01,0.02,0.01,0.02
2426,Sam Surridge\Sam-Surridge,eng ENG,FW,Bournemouth,eng Premier League,21,1998,4,0,27,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.0,0.4,1.35,0.00,1.35,1.35,1.35
2427,Suso\Suso,es ESP,FWMF,Sevilla,es La Liga,25,1993,17,8,785,8.7,1,1,1,0,0,0,0,0.11,0.11,0.23,0.11,0.23,1.0,1.0,1.3,2.2,0.11,0.14,0.26,0.11,0.26
2428,Suso\Suso,es ESP,FWMF,Milan,it Serie A,25,1993,16,15,1359,15.1,1,2,1,0,0,2,0,0.07,0.13,0.20,0.07,0.20,1.2,1.2,3.5,4.7,0.08,0.23,0.31,0.08,0.31
2429,Bosko Sutalo\Bosko-Sutalo,hr CRO,DF,Atalanta,it Serie A,19,2000,7,3,280,3.1,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.2,0.02,0.03,0.05,0.02,0.05
2430,Markus Suttner\Markus-Suttner,at AUT,DFMF,Düsseldorf,de Bundesliga,32,1987,21,16,1339,14.9,0,1,0,0,0,3,0,0.00,0.07,0.07,0.00,0.07,0.5,0.5,0.6,1.1,0.03,0.04,0.07,0.03,0.07
2431,Mattias Svanberg\Mattias-Svanberg,se SWE,MF,Bologna,it Serie A,20,1999,25,12,1051,11.7,1,2,1,0,0,2,0,0.09,0.17,0.26,0.09,0.26,2.0,2.0,1.4,3.5,0.17,0.12,0.30,0.17,0.30
2432,Issiaga Sylla\Issiaga-Sylla,gn GUI,DF,Toulouse,fr Ligue 1,25,1994,28,28,2520,28.0,0,2,0,0,0,2,0,0.00,0.07,0.07,0.00,0.07,1.0,1.0,1.5,2.5,0.03,0.05,0.09,0.03,0.09
2433,Moussa Sylla\Moussa-Sylla,fr FRA,FW,Monaco,fr Ligue 1,19,1999,1,0,10,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
2434,Eddy Sylvestre\Eddy-Sylvestre,fr FRA,MF,Nice,fr Ligue 1,19,1999,1,0,37,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
2435,Ádám Szalai\Adam-Szalai,hu HUN,FW,Mainz 05,de Bundesliga,31,1987,27,12,1147,12.7,1,1,1,0,0,1,0,0.08,0.08,0.16,0.08,0.16,4.8,4.8,1.0,5.8,0.38,0.08,0.46,0.38,0.46
2436,Wojciech Szczęsny\Wojciech-Szczesny,pl POL,GK,Juventus,it Serie A,29,1990,29,29,2591,28.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
2437,Andrea Tabanelli\Andrea-Tabanelli,it ITA,MF,Lecce,it Serie A,29,1990,13,11,964,10.7,1,0,1,0,0,4,0,0.09,0.00,0.09,0.09,0.09,0.9,0.9,0.1,1.1,0.09,0.01,0.10,0.09,0.10
2438,Tachi\Tachi,es ESP,DF,Alavés,es La Liga,21,1997,6,2,238,2.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
2439,Panagiotis Tachtsidis\Panagiotis-Tachtsidis,gr GRE,MF,Lecce,it Serie A,28,1991,28,24,2003,22.3,0,2,0,0,0,7,1,0.00,0.09,0.09,0.00,0.09,0.7,0.7,1.3,1.9,0.03,0.06,0.09,0.03,0.09
2440,Jonathan Tah\Jonathan-Tah,de GER,DF,Leverkusen,de Bundesliga,23,1996,25,22,2092,23.2,0,1,0,0,0,4,1,0.00,0.04,0.04,0.00,0.04,0.2,0.2,0.5,0.7,0.01,0.02,0.03,0.01,0.03
2441,Flavien Tait\Flavien-Tait,fr FRA,MFFW,Rennes,fr Ligue 1,26,1993,17,9,885,9.8,2,2,2,0,0,0,1,0.20,0.20,0.41,0.20,0.41,1.3,1.3,2.0,3.4,0.14,0.21,0.34,0.14,0.34
2442,Mahdi Talal\Mahdi-Talal,fr FRA,FW,Amiens,fr Ligue 1,21,1997,2,0,20,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
2443,Adrien Tameze\Adrien-Tameze,cm CMR,MF,Nice,fr Ligue 1,25,1994,8,6,519,5.8,1,0,1,0,0,1,0,0.17,0.00,0.17,0.17,0.17,0.5,0.5,0.4,1.0,0.09,0.07,0.17,0.09,0.17
2444,Adrien Tameze\Adrien-Tameze,cm CMR,MF,Atalanta,it Serie A,25,1994,7,2,211,2.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,0.09,0.09,0.00,0.09
2445,Japhet Tanganga\Japhet-Tanganga,eng ENG,DF,Tottenham,eng Premier League,20,1999,6,6,525,5.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.01,0.00,0.01,0.01,0.01
2446,Adil Taoui\Adil-Taoui,fr FRA,MF,Toulouse,fr Ligue 1,17,2001,2,0,25,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.63,0.00,0.63,0.63,0.63
2447,Edmond Tapsoba\Edmond-Tapsoba,bf BFA,DF,Leverkusen,de Bundesliga,20,1999,14,12,1058,11.8,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,0.01,0.02,0.00,0.02
2448,Matt Targett\Matt-Targett,eng ENG,DF,Aston Villa,eng Premier League,23,1995,28,27,2291,25.5,1,2,1,0,0,4,0,0.04,0.08,0.12,0.04,0.12,0.5,0.5,2.7,3.2,0.02,0.11,0.13,0.02,0.13
2449,Rodrigo Tarín\Rodrigo-Tarin,es ESP,DF,Leganés,es La Liga,23,1996,14,12,951,10.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.3,0.02,0.00,0.02,0.02,0.02
2450,James Tarkowski\James-Tarkowski,eng ENG,DF,Burnley,eng Premier League,26,1992,38,38,3420,38.0,2,2,2,0,0,10,0,0.05,0.05,0.11,0.05,0.11,2.4,2.4,2.2,4.6,0.06,0.06,0.12,0.06,0.12
2451,Ciprian Tătărușanu\Ciprian-Tatarusanu,ro ROU,GK,Lyon,fr Ligue 1,33,1986,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
2452,Júlio Tavares\Julio-Tavares,cv CPV,FW,Dijon,fr Ligue 1,30,1988,23,22,1997,22.2,5,2,4,1,1,0,0,0.23,0.09,0.32,0.18,0.27,7.4,6.7,2.4,9.1,0.34,0.11,0.44,0.30,0.41
2453,Charlie Taylor\Charlie-Taylor,eng ENG,DF,Burnley,eng Premier League,25,1993,24,22,1945,21.6,0,1,0,0,0,3,0,0.00,0.05,0.05,0.00,0.05,0.0,0.0,1.3,1.3,0.00,0.06,0.06,0.00,0.06
2454,Neil Taylor\Neil-Taylor,wal WAL,DF,Aston Villa,eng Premier League,30,1989,14,11,1091,12.1,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.2,0.5,0.02,0.02,0.04,0.02,0.04
2455,Aurélien Tchouaméni\Aurelien-Tchouameni,fr FRA,MF,Bordeaux,fr Ligue 1,19,2000,15,13,1110,12.3,0,1,0,0,0,3,0,0.00,0.08,0.08,0.00,0.08,0.8,0.8,0.1,0.8,0.06,0.01,0.07,0.06,0.07
2456,Aurélien Tchouaméni\Aurelien-Tchouameni,fr FRA,MF,Monaco,fr Ligue 1,19,2000,3,0,65,0.7,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.12,0.02,0.14,0.12,0.14
2457,Georg Teigl\Georg-Teigl,at AUT,DFMF,Augsburg,de Bundesliga,28,1991,3,1,111,1.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.09,0.00,0.09,0.09,0.09
2458,Álvaro Tejero\Alvaro-Tejero,es ESP,DF,Eibar,es La Liga,23,1996,18,16,1447,16.1,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.9,1.0,0.01,0.06,0.06,0.01,0.06
2459,Bernard Tekpetey\Bernard-Tekpetey,gh GHA,FWMF,Düsseldorf,de Bundesliga,21,1997,9,5,448,5.0,0,1,0,0,0,4,0,0.00,0.20,0.20,0.00,0.20,0.5,0.5,0.3,0.8,0.10,0.06,0.15,0.10,0.15
2460,Nathan Tella\Nathan-Tella,eng ENG,FW,Southampton,eng Premier League,20,1999,1,0,3,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,1.62,0.00,1.62,1.62,1.62
2461,Cristian Tello\Cristian-Tello,es ESP,MFFW,Betis,es La Liga,27,1991,27,5,787,8.7,2,0,2,0,0,1,0,0.23,0.00,0.23,0.23,0.23,1.6,1.6,0.3,1.9,0.19,0.03,0.22,0.19,0.22
2462,Lino Tempelmann\Lino-Tempelmann,de GER,MF,Freiburg,de Bundesliga,20,1999,1,1,33,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.06,0.00,0.06,0.06,0.06
2463,Łukasz Teodorczyk\Lukasz-Teodorczyk,pl POL,FW,Udinese,it Serie A,28,1991,14,1,222,2.5,0,1,0,0,0,1,0,0.00,0.41,0.41,0.00,0.41,0.4,0.4,0.8,1.3,0.18,0.33,0.51,0.18,0.51
2464,Hidde ter Avest\Hidde-ter-Avest,nl NED,DF,Udinese,it Serie A,22,1997,20,6,686,7.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.6,0.7,0.02,0.07,0.10,0.02,0.10
2465,Marc-André ter Stegen\Marc-Andre-ter-Stegen,de GER,GK,Barcelona,es La Liga,27,1992,36,36,3240,36.0,0,2,0,0,0,1,0,0.00,0.06,0.06,0.00,0.06,0.0,0.0,0.7,0.7,0.00,0.02,0.02,0.00,0.02
2466,Simon Terodde\Simon-Terodde,de GER,FWMF,Köln,de Bundesliga,31,1988,23,7,813,9.0,3,1,3,0,0,4,0,0.33,0.11,0.44,0.33,0.44,6.7,6.7,0.8,7.5,0.75,0.08,0.83,0.75,0.83
2467,Pietro Terracciano\Pietro-Terracciano,it ITA,GK,Fiorentina,it Serie A,29,1990,7,7,624,6.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
2468,Martin Terrier\Martin-Terrier,fr FRA,FWMF,Lyon,fr Ligue 1,22,1997,23,13,1198,13.3,1,2,1,0,0,0,0,0.08,0.15,0.23,0.08,0.23,2.0,2.0,1.3,3.3,0.15,0.10,0.25,0.15,0.25
2469,Aleksa Terzić\Aleksa-Terzic,rs SRB,DF,Fiorentina,it Serie A,19,1999,2,0,8,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
2470,Kenny Tete\Kenny-Tete,nl NED,DF,Lyon,fr Ligue 1,23,1995,18,9,1072,11.9,0,1,0,0,0,1,0,0.00,0.08,0.08,0.00,0.08,0.5,0.5,1.2,1.7,0.04,0.10,0.15,0.04,0.15
2471,Alexander Tettey\Alexander-Tettey,no NOR,MFDF,Norwich City,eng Premier League,33,1986,30,28,2338,26.0,1,1,1,0,0,5,0,0.04,0.04,0.08,0.04,0.08,0.8,0.8,0.8,1.6,0.03,0.03,0.06,0.03,0.06
2472,Florian Thauvin\Florian-Thauvin,fr FRA,FW,Marseille,fr Ligue 1,26,1993,2,0,22,0.2,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.0,0.4,1.44,0.00,1.44,1.44,1.44
2473,Demba Thiam\Demba-Thiam,sn SEN,GK,SPAL,it Serie A,21,1998,2,2,180,2.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
2474,Malick Thiaw\Malick-Thiaw,de GER,DF,Schalke 04,de Bundesliga,17,2001,4,0,76,0.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.02,0.00,0.02,0.02,0.02
2475,Niclas Thiede\Niclas-Thiede,de GER,GK,Freiburg,de Bundesliga,20,1999,1,0,69,0.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
2476,Jan Thielmann\Jan-Thielmann,de GER,FWMF,Köln,de Bundesliga,17,2002,12,7,554,6.2,0,1,0,0,0,2,0,0.00,0.16,0.16,0.00,0.16,0.5,0.5,0.1,0.6,0.08,0.02,0.10,0.08,0.10
2477,Sada Thioub\Sada-Thioub,sn SEN,MFFW,Angers,fr Ligue 1,24,1995,23,15,1508,16.8,1,2,1,0,0,3,0,0.06,0.12,0.18,0.06,0.18,1.1,1.1,1.9,3.1,0.07,0.12,0.18,0.07,0.18
2478,Jordan Thomas\Jordan-Thomas,eng ENG,FW,Norwich City,eng Premier League,18,2001,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
2479,Luke Thomas\Luke-Thomas,eng ENG,DF,Leicester City,eng Premier League,18,2001,3,3,267,3.0,0,1,0,0,0,0,0,0.00,0.34,0.34,0.00,0.34,0.0,0.0,0.9,0.9,0.00,0.32,0.32,0.00,0.32
2480,Romain Thomas\Romain-Thomas,fr FRA,DF,Angers,fr Ligue 1,31,1988,27,27,2340,26.0,1,2,1,0,0,4,0,0.04,0.08,0.12,0.04,0.12,0.6,0.6,0.1,0.7,0.02,0.01,0.03,0.02,0.03
2481,Adrien Thomasson\Adrien-Thomasson,fr FRA,MF,Strasbourg,fr Ligue 1,25,1993,25,24,2072,23.0,8,1,8,0,0,4,0,0.35,0.04,0.39,0.35,0.39,6.0,6.0,3.9,9.9,0.26,0.17,0.43,0.26,0.43
2482,Erik Thommy\Erik-Thommy,de GER,DFFW,Düsseldorf,de Bundesliga,24,1994,34,25,2259,25.1,6,4,6,0,0,3,0,0.24,0.16,0.40,0.24,0.40,3.6,3.6,3.9,7.5,0.14,0.16,0.30,0.14,0.30
2483,Max Thompson\Max-Thompson,eng ENG,FW,Burnley,eng Premier League,17,2002,1,0,3,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
2484,Morten Thorsby\Morten-Thorsby,no NOR,MFDF,Sampdoria,it Serie A,23,1996,24,21,1865,20.7,1,1,1,0,0,9,1,0.05,0.05,0.10,0.05,0.10,1.4,1.4,1.2,2.6,0.07,0.06,0.13,0.07,0.13
2485,Marcus Thuram\Marcus-Thuram,fr FRA,FW,M'Gladbach,de Bundesliga,21,1997,31,28,2202,24.5,10,8,10,0,0,3,0,0.41,0.33,0.74,0.41,0.74,10.0,10.0,6.8,16.8,0.41,0.28,0.69,0.41,0.69
2486,Khéphren Thuram-Ulie\Khephren-Thuram-Ulie,fr FRA,MF,Nice,fr Ligue 1,18,2001,14,7,590,6.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.02,0.02,0.00,0.02
2487,Youri Tielemans\Youri-Tielemans,be BEL,MF,Leicester City,eng Premier League,22,1997,37,32,2828,31.4,3,6,3,0,0,2,0,0.10,0.19,0.29,0.10,0.29,3.3,3.3,5.4,8.7,0.10,0.17,0.28,0.10,0.28
2488,Kieran Tierney\Kieran-Tierney,sco SCO,DF,Arsenal,eng Premier League,22,1997,15,12,989,11.0,1,1,1,0,0,2,0,0.09,0.09,0.18,0.09,0.18,0.3,0.3,1.1,1.4,0.02,0.10,0.13,0.02,0.13
2489,Cheick Timite\Cheick-Timite,ci CIV,MFFW,Amiens,fr Ligue 1,21,1997,3,2,115,1.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.2,0.3,0.14,0.12,0.27,0.14,0.27
2490,David Timor\David-Timor,es ESP,MFDF,Getafe,es La Liga,29,1989,22,10,943,10.5,3,0,3,0,0,4,0,0.29,0.00,0.29,0.29,0.29,0.6,0.6,0.1,0.7,0.06,0.01,0.07,0.06,0.07
2491,Marcel Tisserand\Marcel-Tisserand,cd COD,DF,Wolfsburg,de Bundesliga,26,1993,15,14,1204,13.4,1,1,1,0,0,8,1,0.07,0.07,0.15,0.07,0.15,0.8,0.8,0.3,1.1,0.06,0.02,0.08,0.06,0.08
2492,Jean-Clair Todibo\Jean-Clair-Todibo,fr FRA,DF,Barcelona,es La Liga,19,1999,2,1,77,0.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
2493,Jean-Clair Todibo\Jean-Clair-Todibo,fr FRA,DF,Schalke 04,de Bundesliga,19,1999,8,4,365,4.1,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.3,0.05,0.01,0.06,0.05,0.06
2494,Karl Toko Ekambi\Karl-Toko-Ekambi,cm CMR,FW,Villarreal,es La Liga,26,1992,18,11,993,11.0,6,2,6,0,0,0,0,0.54,0.18,0.73,0.54,0.73,7.0,7.0,1.1,8.2,0.64,0.10,0.74,0.64,0.74
2495,Karl Toko Ekambi\Karl-Toko-Ekambi,cm CMR,FW,Lyon,fr Ligue 1,26,1992,8,5,538,6.0,2,1,2,0,0,2,0,0.33,0.17,0.50,0.33,0.50,2.0,2.0,1.1,3.1,0.34,0.18,0.52,0.34,0.52
2496,Corentin Tolisso\Corentin-Tolisso,fr FRA,MF,Bayern Munich,de Bundesliga,24,1994,13,7,638,7.1,1,2,1,0,0,0,0,0.14,0.28,0.42,0.14,0.42,1.3,1.3,1.8,3.2,0.18,0.26,0.44,0.18,0.44
2497,Jeremy Toljan\Jeremy-Toljan,de GER,DF,Sassuolo,it Serie A,24,1994,29,25,2186,24.3,1,2,1,0,0,8,0,0.04,0.08,0.12,0.04,0.12,0.8,0.8,2.5,3.3,0.03,0.10,0.14,0.03,0.14
2498,Rafael Tolói\Rafael-Toloi,it ITA,DF,Atalanta,it Serie A,28,1990,33,29,2608,29.0,2,6,2,0,0,11,0,0.07,0.21,0.28,0.07,0.28,2.5,2.5,1.8,4.3,0.09,0.06,0.15,0.09,0.15
2499,Raúl de Tomás\Raul-de-Tomas,es ESP,FW,Espanyol,es La Liga,24,1994,14,11,1075,11.9,4,0,3,1,1,5,0,0.33,0.00,0.33,0.25,0.25,4.0,3.3,0.4,3.7,0.34,0.04,0.37,0.27,0.31
2500,Takehiro Tomiyasu\Takehiro-Tomiyasu,jp JPN,DF,Bologna,it Serie A,20,1998,29,29,2528,28.1,1,3,1,0,0,8,0,0.04,0.11,0.14,0.04,0.14,1.0,1.0,1.1,2.1,0.03,0.04,0.07,0.03,0.07
2501,James Tomkins\James-Tomkins,eng ENG,DF,Crystal Palace,eng Premier League,30,1989,18,18,1582,17.6,1,1,1,0,0,5,0,0.06,0.06,0.11,0.06,0.11,1.2,1.2,0.1,1.3,0.07,0.01,0.08,0.07,0.08
2502,Fikayo Tomori\Fikayo-Tomori,eng ENG,DF,Chelsea,eng Premier League,21,1997,15,15,1291,14.3,1,0,1,0,0,3,0,0.07,0.00,0.07,0.07,0.07,0.6,0.6,0.2,0.7,0.04,0.01,0.05,0.04,0.05
2503,Nenad Tomović\Nenad-Tomovic,rs SRB,DF,SPAL,it Serie A,31,1987,23,20,1755,19.5,0,1,0,0,0,5,1,0.00,0.05,0.05,0.00,0.05,0.7,0.7,0.3,1.0,0.03,0.02,0.05,0.03,0.05
2504,Sandro Tonali\Sandro-Tonali,it ITA,MF,Brescia,it Serie A,19,2000,35,34,3014,33.5,1,7,1,0,0,9,0,0.03,0.21,0.24,0.03,0.24,1.0,1.0,5.4,6.3,0.03,0.16,0.19,0.03,0.19
2505,Lorenzo Tonelli\Lorenzo-Tonelli,it ITA,DF,Sampdoria,it Serie A,29,1990,9,9,702,7.8,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.3,0.04,0.00,0.04,0.04,0.04
2506,Toño\Tono,es ESP,DF,Levante,es La Liga,29,1989,20,18,1589,17.7,0,2,0,0,0,2,0,0.00,0.11,0.11,0.00,0.11,0.2,0.2,1.6,1.8,0.01,0.09,0.10,0.01,0.10
2507,Ömer Toprak\Omer-Toprak,tr TUR,DF,Werder Bremen,de Bundesliga,30,1989,10,9,715,7.9,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.3,0.04,0.00,0.04,0.04,0.04
2508,Ernesto Torregrossa\Ernesto-Torregrossa,it ITA,FW,Brescia,it Serie A,27,1992,25,22,1844,20.5,7,3,5,2,2,8,0,0.34,0.15,0.49,0.24,0.39,7.4,5.8,2.7,8.6,0.36,0.13,0.49,0.29,0.42
2509,Lucas Torreira\Lucas-Torreira,uy URU,MF,Arsenal,eng Premier League,23,1996,29,17,1512,16.8,1,1,1,0,0,7,0,0.06,0.06,0.12,0.06,0.12,1.6,1.6,1.1,2.8,0.10,0.07,0.16,0.10,0.16
2510,Ferrán Torres\Ferran-Torres,es ESP,MFFW,Valencia,es La Liga,19,2000,34,26,2251,25.0,4,5,4,0,0,5,0,0.16,0.20,0.36,0.16,0.36,3.6,3.6,4.3,7.9,0.14,0.17,0.32,0.14,0.32
2511,Óliver Torres\Oliver-Torres,es ESP,MFFW,Sevilla,es La Liga,24,1994,28,21,1596,17.7,3,3,3,0,0,5,0,0.17,0.17,0.34,0.17,0.34,1.6,1.6,2.1,3.7,0.09,0.12,0.21,0.09,0.21
2512,Pau Torres\Pau-Torres,es ESP,DF,Villarreal,es La Liga,22,1997,34,33,2971,33.0,2,1,2,0,0,6,0,0.06,0.03,0.09,0.06,0.09,1.2,1.2,1.6,2.9,0.04,0.05,0.09,0.04,0.09
2513,Roberto Torres\Roberto-Torres,es ESP,MFFW,Osasuna,es La Liga,30,1989,36,31,2717,30.2,7,8,2,5,5,1,0,0.23,0.26,0.50,0.07,0.33,8.1,4.3,5.8,10.1,0.27,0.19,0.46,0.14,0.33
2514,Lucas Torró\Lucas-Torro,es ESP,MFFW,Eint Frankfurt,de Bundesliga,25,1994,7,4,331,3.7,0,0,0,0,0,5,1,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.0,0.2,0.05,0.00,0.05,0.05,0.05
2515,Jordan Torunarigha\Jordan-Torunarigha,de GER,DF,Hertha BSC,de Bundesliga,21,1997,18,16,1462,16.2,1,1,1,0,0,3,0,0.06,0.06,0.12,0.06,0.12,0.5,0.5,0.4,1.0,0.03,0.03,0.06,0.03,0.06
2516,Cenk Tosun\Cenk-Tosun,tr TUR,FW,Crystal Palace,eng Premier League,28,1991,5,2,177,2.0,1,0,1,0,0,0,0,0.51,0.00,0.51,0.51,0.51,0.7,0.7,0.0,0.7,0.37,0.00,0.37,0.37,0.37
2517,Cenk Tosun\Cenk-Tosun,tr TUR,FW,Everton,eng Premier League,28,1991,5,2,291,3.2,1,0,1,0,0,0,0,0.31,0.00,0.31,0.31,0.31,0.7,0.7,0.1,0.9,0.23,0.03,0.26,0.23,0.26
2518,Abdoulaye Touré\Abdoulaye-Toure,fr FRA,MF,Nantes,fr Ligue 1,25,1994,27,24,2221,24.7,3,0,1,2,2,3,0,0.12,0.00,0.12,0.04,0.04,3.0,1.5,0.8,2.3,0.12,0.03,0.15,0.06,0.09
2519,Almamy Touré\Almamy-Toure,ml MLI,DF,Eint Frankfurt,de Bundesliga,23,1996,19,18,1491,16.6,1,3,1,0,0,2,0,0.06,0.18,0.24,0.06,0.24,1.6,1.6,2.0,3.5,0.09,0.12,0.21,0.09,0.21
2520,Lucas Tousart\Lucas-Tousart,fr FRA,MF,Lyon,fr Ligue 1,22,1997,24,19,1763,19.6,2,2,2,0,0,5,0,0.10,0.10,0.20,0.10,0.20,1.3,1.3,0.6,1.9,0.07,0.03,0.10,0.07,0.10
2521,Andros Townsend\Andros-Townsend,eng ENG,MF,Crystal Palace,eng Premier League,28,1991,24,14,1294,14.4,1,1,1,0,0,0,0,0.07,0.07,0.14,0.07,0.14,0.4,0.4,2.0,2.4,0.03,0.14,0.16,0.03,0.16
2522,Aleksandar Trajkovski\Aleksandar-Trajkovski,mk MKD,MFDF,Mallorca,es La Liga,26,1992,14,1,330,3.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,1.1,1.8,0.19,0.31,0.49,0.19,0.49
2523,Adama Traoré\Adama-Traore,es ESP,FWMF,Wolves,eng Premier League,23,1996,37,27,2605,28.9,4,9,4,0,0,1,0,0.14,0.31,0.45,0.14,0.45,3.5,3.5,6.7,10.2,0.12,0.23,0.35,0.12,0.35
2524,Adama Traoré\Adama-Traore,ml MLI,MF,Monaco,fr Ligue 1,24,1995,2,0,25,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
2525,Adama Traoré\Adama-Traore,ml MLI,FWMF,Metz,fr Ligue 1,24,1995,15,12,1007,11.2,1,4,1,0,0,1,0,0.09,0.36,0.45,0.09,0.45,1.2,1.2,4.1,5.3,0.11,0.37,0.47,0.11,0.47
2526,Bertrand Traoré\Bertrand-Traore,bf BFA,FWMF,Lyon,fr Ligue 1,23,1995,23,14,1253,13.9,1,3,1,0,0,6,0,0.07,0.22,0.29,0.07,0.29,3.1,3.1,2.4,5.5,0.22,0.17,0.39,0.22,0.39
2527,Charles Traore\Charles-Traore,ml MLI,DF,Nantes,fr Ligue 1,27,1992,20,20,1738,19.3,0,1,0,0,0,3,0,0.00,0.05,0.05,0.00,0.05,0.1,0.1,0.2,0.3,0.00,0.01,0.01,0.00,0.01
2528,Hamari Traoré\Hamari-Traore,ml MLI,DF,Rennes,fr Ligue 1,27,1992,27,27,2411,26.8,0,5,0,0,0,7,0,0.00,0.19,0.19,0.00,0.19,1.0,1.0,2.1,3.2,0.04,0.08,0.12,0.04,0.12
