Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,Min/90,Gls,Ast,G-PK,PK,PKatt,CrdY,CrdR,Gls/90,Ast/90,G+A/90,G-PK/90,G+A-PK/90,xG,npxG,xA,npxG+xA,xG/90,xA/90,xG+xA/90,npxG/90,npxG+xA/90
1994,Silvio Proto,BEL,GK,SS Lazio,Serie A,35,1983,2,2,180,2.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
1995,Ivan Provedel,ITA,GK,FC Empoli,Serie A,24,1994,16,16,1440,16.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,0.01,0.01,0.00,0.01
1996,Javi Puado,ESP,FW,RCD Espanyol Barcelona,La Liga,20,1998,15,2,359,4.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.7,1.3,0.15,0.18,0.32,0.15,0.32
1997,Manuel Pucciarelli,ITA,FW,Chievo Verona,Serie A,27,1991,10,3,302,3.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.1,0.01,0.01,0.02,0.01,0.02
1998,Riqui Puig,ESP,MF,FC Barcelona,La Liga,18,1999,2,2,156,1.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.6,0.6,0.00,0.32,0.32,0.00,0.32
1999,Erick Pulgar,CHL,MF,Bologna FC 1909,Serie A,24,1994,28,27,2357,26.2,6,2,1,5,5,6,1,0.23,0.08,0.31,0.04,0.11,4.8,1.0,3.1,4.1,0.18,0.12,0.30,0.04,0.16
2000,Jorge Pulido,ESP,DF,SD Huesca,La Liga,27,1991,32,32,2785,30.9,3,3,3,0,0,9,2,0.10,0.10,0.19,0.10,0.19,1.9,1.9,0.8,2.8,0.06,0.03,0.09,0.06,0.09
2001,Christian Pulisic,USA,FW,Borussia Dortmund,Bundesliga,19,1998,20,9,932,10.4,4,4,4,0,0,2,0,0.39,0.39,0.77,0.39,0.77,4.2,4.2,2.0,6.1,0.40,0.19,0.59,0.40,0.59
2002,Jason Puncheon,ENG,MF,Crystal Palace,Premier League,32,1986,5,0,13,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.16,0.16,0.00,0.16
2003,Jason Puncheon,ENG,MF,Huddersfield Town,Premier League,32,1986,6,5,382,4.2,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.8,1.5,0.16,0.19,0.35,0.16,0.35
2004,Ignacio Pussetto,ARG,FW,Udinese Calcio,Serie A,22,1995,35,24,2178,24.2,4,4,4,0,0,8,0,0.17,0.17,0.33,0.17,0.33,5.3,5.3,2.1,7.3,0.22,0.09,0.30,0.22,0.30
2005,Fabio Quagliarella,ITA,FW,UC Sampdoria,Serie A,35,1983,37,37,3199,35.5,26,8,17,9,10,1,0,0.73,0.23,0.96,0.48,0.70,21.4,13.9,4.2,18.1,0.60,0.12,0.72,0.39,0.51
2006,Robin Quaison,SWE,FW,1.FSV Mainz 05,Bundesliga,24,1993,28,25,2194,24.4,7,3,7,0,0,1,0,0.29,0.12,0.41,0.29,0.41,7.9,7.9,1.9,9.8,0.32,0.08,0.40,0.32,0.40
2007,Collin Quaner,DEU,FW,Huddersfield Town,Premier League,27,1991,2,0,39,0.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.00,0.22,0.22,0.00,0.22
2008,Domingos Quina,PRT,MF,Watford FC,Premier League,18,1999,8,3,338,3.8,1,0,1,0,0,0,0,0.27,0.00,0.27,0.27,0.27,0.2,0.2,0.1,0.3,0.04,0.03,0.08,0.04,0.08
2009,Xavi Quintillà,ESP,DF,Villarreal CF,La Liga,21,1996,7,7,627,7.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.4,0.5,0.02,0.05,0.07,0.02,0.07
2010,Dani Raba,ESP,MF,Villarreal CF,La Liga,22,1995,8,2,191,2.1,0,1,0,0,0,0,0,0.00,0.47,0.47,0.00,0.47,0.1,0.1,0.7,0.8,0.06,0.34,0.40,0.06,0.40
2011,Adrien Rabiot,FRA,MF,Paris Saint-Germain,Ligue 1,23,1995,14,12,1063,11.8,2,1,2,0,0,3,0,0.17,0.08,0.25,0.17,0.25,1.2,1.2,0.4,1.6,0.10,0.04,0.14,0.10,0.14
2012,Nemanja Radonjic,SRB,FW,Olympique Marseille,Ligue 1,22,1996,17,7,681,7.6,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,1.4,1.4,0.1,1.6,0.19,0.02,0.21,0.19,0.21
2013,Ivan Radovanovic,SRB,MF,Genoa CFC,Serie A,29,1988,16,15,1278,14.2,0,0,0,0,0,3,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.1,0.5,0.03,0.01,0.04,0.03,0.04
2014,Ivan Radovanovic,SRB,MF,Chievo Verona,Serie A,29,1988,19,19,1706,19.0,0,0,0,0,0,6,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.4,1.0,0.03,0.02,0.05,0.03,0.05
2015,Ionut Radu,ROU,GK,Genoa CFC,Serie A,21,1997,33,33,2970,33.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.5,0.5,0.00,0.02,0.02,0.00,0.02
2016,Stefan Radu,ROU,DF,SS Lazio,Serie A,31,1986,28,28,2243,24.9,0,1,0,0,0,5,0,0.00,0.04,0.04,0.00,0.04,0.5,0.5,0.5,1.1,0.02,0.02,0.04,0.02,0.04
2017,Rafael,BRA,DF,Olympique Lyon,Ligue 1,28,1990,18,11,1023,11.4,0,1,0,0,0,4,1,0.00,0.09,0.09,0.00,0.09,0.1,0.1,1.1,1.1,0.01,0.10,0.10,0.01,0.10
2018,Raffael,BRA,FW,Borussia Mönchengladbach,Bundesliga,33,1985,13,5,543,6.0,2,1,2,0,0,0,0,0.33,0.17,0.50,0.33,0.50,1.9,1.9,1.4,3.4,0.32,0.24,0.56,0.32,0.56
2019,Rafinha,BRA,FW,FC Barcelona,La Liga,25,1993,5,3,223,2.5,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,0.1,0.2,0.06,0.02,0.08,0.06,0.08
2020,Rafinha,BRA,DF,Bayern Munich,Bundesliga,32,1985,16,9,901,10.0,1,1,1,0,0,1,0,0.10,0.10,0.20,0.10,0.20,0.2,0.2,0.4,0.5,0.02,0.04,0.05,0.02,0.05
2021,Andrea Raggi,ITA,DF,AS Monaco,Ligue 1,34,1984,6,6,494,5.5,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.4,0.01,0.06,0.07,0.01,0.07
2022,Abdul Rahman Baba,GHA,DF,Stade Reims,Ligue 1,24,1994,11,11,964,10.7,1,1,1,0,0,3,0,0.09,0.09,0.19,0.09,0.19,0.3,0.3,0.4,0.6,0.03,0.03,0.06,0.03,0.06
2023,Abdul Rahman Baba,GHA,DF,FC Schalke 04,Bundesliga,24,1994,2,2,162,1.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.02,0.09,0.11,0.02,0.11
2024,Ivan Rakitic,HRV,MF,FC Barcelona,La Liga,30,1988,34,29,2643,29.4,3,5,3,0,0,7,1,0.10,0.17,0.27,0.10,0.27,2.3,2.3,2.3,4.6,0.08,0.08,0.16,0.08,0.16
2025,Joe Ralls,ENG,MF,Cardiff City,Premier League,24,1993,28,22,1959,21.8,0,0,0,0,1,4,1,0.00,0.00,0.00,0.00,0.00,1.6,0.8,2.0,2.8,0.07,0.09,0.16,0.04,0.13
2026,Jonás Ramalho,ESP,DF,Girona FC,La Liga,25,1993,22,18,1619,18.0,1,0,1,0,0,4,0,0.06,0.00,0.06,0.06,0.06,0.5,0.5,0.1,0.5,0.03,0.00,0.03,0.03,0.03
2027,Benito Raman,BEL,MF,Fortuna Düsseldorf,Bundesliga,23,1994,30,19,1681,18.7,10,4,10,0,0,1,0,0.54,0.21,0.75,0.54,0.75,7.6,7.6,2.9,10.5,0.41,0.16,0.56,0.41,0.56
2028,Adil Rami,FRA,DF,Olympique Marseille,Ligue 1,32,1985,16,16,1412,15.7,1,1,1,0,0,2,0,0.06,0.06,0.13,0.06,0.13,1.0,1.0,0.2,1.2,0.06,0.01,0.08,0.06,0.08
2029,Gastón Ramírez,URY,MF,UC Sampdoria,Serie A,27,1990,27,19,1578,17.5,4,4,4,0,0,7,1,0.23,0.23,0.46,0.23,0.46,2.6,2.6,3.9,6.5,0.15,0.22,0.37,0.15,0.37
2030,Sandro Ramírez,ESP,FW,Real Sociedad,La Liga,23,1995,24,10,1055,11.7,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,2.5,2.5,1.3,3.8,0.21,0.11,0.32,0.21,0.32
2031,Iván Ramis,ESP,DF,SD Eibar,La Liga,33,1984,21,20,1677,18.6,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.0,0.8,0.04,0.00,0.04,0.04,0.04
2032,Chris Ramos,ESP,FW,Real Valladolid CF,La Liga,21,1997,1,1,63,0.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.07,0.00,0.07,0.07,0.07
2033,Sergio Ramos,ESP,DF,Real Madrid,La Liga,32,1986,28,28,2474,27.5,6,1,1,5,5,7,1,0.22,0.04,0.25,0.04,0.07,6.9,3.1,0.8,3.9,0.25,0.03,0.28,0.11,0.14
2034,Aaron Ramsey,WAL,MF,Arsenal FC,Premier League,27,1990,28,14,1331,14.8,4,6,4,0,0,0,0,0.27,0.41,0.68,0.27,0.68,3.3,3.3,2.4,5.6,0.22,0.16,0.38,0.22,0.38
2035,Kayne Ramsay,ENG,DF,Southampton FC,Premier League,17,2000,1,1,90,1.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
2036,Andrea Ranocchia,ITA,DF,Inter Milan,Serie A,30,1988,4,0,62,0.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.0,0.1,0.17,0.00,0.17,0.17,0.17
2037,Marcus Rashford,ENG,FW,Manchester United,Premier League,20,1997,33,26,2334,25.9,10,6,10,0,0,3,1,0.39,0.23,0.62,0.39,0.62,9.4,9.4,4.4,13.8,0.36,0.17,0.53,0.36,0.53
2038,Milot Rashica,XXK,FW,SV Werder Bremen,Bundesliga,22,1996,26,19,1550,17.2,9,5,8,1,1,1,0,0.52,0.29,0.81,0.46,0.75,7.0,6.2,3.8,10.0,0.40,0.22,0.63,0.36,0.58
2039,Jacob Rasmussen,DNK,DF,FC Empoli,Serie A,21,1997,14,10,1016,11.3,0,1,0,0,0,3,0,0.00,0.09,0.09,0.00,0.09,0.2,0.2,0.1,0.3,0.02,0.01,0.03,0.02,0.03
2040,Giacomo Raspadori,ITA,DF,US Sassuolo,Serie A,18,2000,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
2041,Yoric Ravet,FRA,MF,SC Freiburg,Bundesliga,28,1989,4,0,75,0.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.1,0.1,0.06,0.08,0.14,0.06,0.14
2042,Tim Ream,USA,DF,Fulham FC,Premier League,30,1987,26,25,2047,22.7,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.1,0.00,0.00,0.00,0.00,0.00
2043,Ante Rebic,HRV,FW,Eintracht Frankfurt,Bundesliga,24,1993,28,23,1978,22.0,9,4,9,0,0,4,1,0.41,0.18,0.59,0.41,0.59,9.2,9.2,5.2,14.4,0.42,0.24,0.66,0.42,0.66
2044,Pedro Rebocho,PRT,DF,EA Guingamp,Ligue 1,23,1995,36,36,3240,36.0,0,8,0,0,0,4,0,0.00,0.22,0.22,0.00,0.22,0.8,0.8,5.7,6.5,0.02,0.16,0.18,0.02,0.18
2045,Arkadiusz Reca,POL,DF,Atalanta BC,Serie A,23,1995,3,0,49,0.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.3,0.3,0.00,0.47,0.47,0.00,0.47
2046,Recio,ESP,MF,CD Leganés,La Liga,27,1991,18,15,1285,14.3,0,0,0,0,0,9,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.1,0.5,0.03,0.01,0.04,0.03,0.04
2047,Nathan Redmond,ENG,FW,Southampton FC,Premier League,24,1994,38,36,3270,36.3,6,4,6,0,0,3,0,0.17,0.11,0.28,0.17,0.28,6.3,6.3,5.5,11.8,0.17,0.15,0.32,0.17,0.32
2048,Vasco Regini,ITA,DF,SPAL,Serie A,27,1990,4,1,81,0.9,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
2049,Sergio Reguilón,ESP,DF,Real Madrid,La Liga,21,1996,14,13,1119,12.4,0,2,0,0,0,3,0,0.00,0.16,0.16,0.00,0.16,0.3,0.3,1.5,1.7,0.02,0.12,0.14,0.02,0.14
2050,Bobby Reid,JAM,FW,Cardiff City,Premier League,25,1993,27,16,1424,15.8,5,2,4,1,1,0,0,0.32,0.13,0.44,0.25,0.38,4.4,3.7,1.0,4.6,0.28,0.06,0.34,0.23,0.29
2051,Pepe Reina,ESP,GK,AC Milan,Serie A,35,1982,4,2,330,3.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
2052,Jeff Reine-Adélaïde,FRA,FW,SCO Angers,Ligue 1,20,1998,35,29,2556,28.4,3,3,3,0,1,2,0,0.11,0.11,0.21,0.11,0.21,4.5,3.8,2.7,6.5,0.16,0.10,0.25,0.13,0.23
2053,Karim Rekik,NLD,DF,Hertha BSC,Bundesliga,23,1994,24,24,2068,23.0,0,0,0,0,0,4,1,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.0,0.7,0.03,0.00,0.03,0.03,0.03
2054,Loïc Rémy,FRA,FW,LOSC Lille,Ligue 1,31,1987,26,14,1204,13.4,7,2,6,1,2,3,0,0.52,0.15,0.67,0.45,0.60,6.2,4.7,1.0,5.7,0.46,0.07,0.54,0.35,0.42
2055,Michael Rensing,DEU,GK,Fortuna Düsseldorf,Bundesliga,34,1984,32,32,2880,32.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
2056,Marco Reus,DEU,MF,Borussia Dortmund,Bundesliga,29,1989,27,27,2316,25.7,17,8,14,3,3,3,1,0.66,0.31,0.97,0.54,0.85,14.1,11.8,8.0,19.8,0.55,0.31,0.86,0.46,0.77
2057,Elvis Rexhbecaj,DEU,MF,VfL Wolfsburg,Bundesliga,20,1997,24,13,1144,12.7,2,2,2,0,0,4,0,0.16,0.16,0.31,0.16,0.31,0.7,0.7,1.1,1.8,0.06,0.09,0.14,0.06,0.14
2058,Diego Reyes,MEX,DF,CD Leganés,La Liga,25,1992,6,4,320,3.6,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.01,0.03,0.04,0.01,0.04
2059,Baptiste Reynet,FRA,GK,FC Toulouse,Ligue 1,27,1990,31,31,2704,30.0,0,0,0,0,0,0,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.4,0.4,0.00,0.01,0.01,0.00,0.01
2060,Simon Rhein,DEU,MF,1.FC Nuremberg,Bundesliga,20,1998,8,7,494,5.5,0,0,0,0,0,1,1,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.01,0.00,0.01,0.01,0.01
2061,Franck Ribéry,FRA,FW,Bayern Munich,Bundesliga,35,1983,25,10,1174,13.0,6,3,6,0,0,3,0,0.46,0.23,0.69,0.46,0.69,3.3,3.3,2.3,5.6,0.25,0.18,0.43,0.25,0.43
2062,Declan Rice,ENG,MF,West Ham United,Premier League,19,1999,34,34,3003,33.4,2,0,2,0,0,4,0,0.06,0.00,0.06,0.06,0.06,1.4,1.4,0.5,1.9,0.04,0.01,0.06,0.04,0.06
2063,Jazz Richards,WAL,DF,Cardiff City,Premier League,27,1991,4,0,132,1.5,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
2064,Richarlison,BRA,FW,Everton FC,Premier League,21,1997,35,32,2665,29.6,13,1,13,0,0,5,1,0.44,0.03,0.47,0.44,0.47,9.0,9.0,1.4,10.4,0.30,0.05,0.35,0.30,0.35
2065,Marco Richter,DEU,FW,FC Augsburg,Bundesliga,20,1997,25,17,1426,15.8,4,6,4,0,0,4,0,0.25,0.38,0.63,0.25,0.63,3.4,3.4,2.7,6.1,0.22,0.17,0.39,0.22,0.39
2066,Diego Rico,ESP,DF,AFC Bournemouth,Premier League,25,1993,12,5,612,6.8,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.2,0.2,1.1,1.3,0.03,0.17,0.20,0.03,0.20
2067,Mikel Rico,ESP,MF,Athletic Bilbao,La Liga,33,1984,4,3,242,2.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.0,0.4,0.14,0.00,0.15,0.14,0.15
2068,Sergio Rico,ESP,GK,Fulham FC,Premier League,24,1993,29,29,2610,29.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.2,0.2,0.00,0.01,0.01,0.00,0.01
2069,Asier Riesgo,ESP,GK,SD Eibar,La Liga,34,1983,14,14,1260,14.0,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
2070,Sascha Riether,DEU,DF,FC Schalke 04,Bundesliga,35,1983,1,0,2,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
2071,Emiliano Rigoni,ARG,FW,Atalanta BC,Serie A,25,1993,12,6,522,5.8,3,0,3,0,0,1,0,0.52,0.00,0.52,0.52,0.52,1.8,1.8,0.4,2.2,0.30,0.07,0.37,0.30,0.37
2072,Luca Rigoni,ITA,MF,Parma Calcio 1913,Serie A,33,1984,23,20,1761,19.6,2,1,2,0,0,5,0,0.10,0.05,0.15,0.10,0.15,3.2,3.2,0.8,4.0,0.16,0.04,0.20,0.16,0.20
2073,Nicola Rigoni,ITA,MF,Chievo Verona,Serie A,27,1990,24,23,1951,21.7,0,1,0,0,0,9,1,0.00,0.05,0.05,0.00,0.05,1.6,1.6,0.4,2.0,0.08,0.02,0.09,0.08,0.09
2074,Kévin Rimane,GUF,MF,Paris Saint-Germain,Ligue 1,27,1991,1,0,5,0.1,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
2075,Tomás Rincón,VEN,MF,Torino FC,Serie A,30,1988,34,32,2799,31.1,3,1,3,0,0,15,0,0.10,0.03,0.13,0.10,0.13,1.6,1.6,1.4,3.0,0.05,0.05,0.10,0.05,0.10
2076,Renaud Ripart,FRA,FW,Nîmes Olympique,Ligue 1,25,1993,38,34,3006,33.4,8,4,8,0,0,2,0,0.24,0.12,0.36,0.24,0.36,5.9,5.9,3.3,9.2,0.18,0.10,0.28,0.18,0.28
2077,Mihailo Ristic,SRB,DF,Montpellier HSC,Ligue 1,22,1995,10,3,326,3.6,1,0,1,0,0,0,0,0.28,0.00,0.28,0.28,0.28,0.9,0.9,0.1,1.0,0.26,0.02,0.28,0.26,0.28
2078,Matt Ritchie,SCO,DF,Newcastle United,Premier League,28,1989,36,35,2928,32.5,2,8,1,1,2,9,0,0.06,0.25,0.31,0.03,0.28,5.0,3.5,4.6,8.0,0.15,0.14,0.29,0.11,0.25
2079,Christian Rivera,ESP,MF,SD Huesca,La Liga,21,1997,22,19,1692,18.8,2,0,2,0,0,2,0,0.11,0.00,0.11,0.11,0.11,1.1,1.1,0.7,1.8,0.06,0.04,0.09,0.06,0.09
2080,Arjen Robben,NLD,FW,Bayern Munich,Bundesliga,34,1984,12,7,567,6.3,4,0,4,0,0,1,1,0.63,0.00,0.63,0.63,0.63,3.2,3.2,2.1,5.3,0.52,0.33,0.84,0.52,0.84
2081,Rober Pier,ESP,DF,Levante UD,La Liga,23,1995,33,32,2854,31.7,1,0,1,0,0,6,0,0.03,0.00,0.03,0.03,0.03,0.9,0.9,0.4,1.3,0.03,0.01,0.04,0.03,0.04
2082,Sergi Roberto,ESP,DF,FC Barcelona,La Liga,26,1992,29,23,2088,23.2,0,7,0,0,0,3,0,0.00,0.30,0.30,0.00,0.30,0.6,0.6,3.4,4.0,0.03,0.15,0.17,0.03,0.17
2083,Patrick Roberts,ENG,FW,Girona FC,La Liga,21,1997,19,6,601,6.7,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.8,0.8,0.5,1.3,0.12,0.07,0.19,0.12,0.19
2084,Andrew Robertson,SCO,DF,Liverpool FC,Premier League,24,1994,36,36,3216,35.7,0,11,0,0,0,4,0,0.00,0.31,0.31,0.00,0.31,0.9,0.9,6.8,7.7,0.03,0.19,0.22,0.03,0.22
2085,Joel Robles,ESP,GK,Real Betis Balompié,La Liga,28,1990,5,5,450,5.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
2086,Marc Roca,ESP,MF,RCD Espanyol Barcelona,La Liga,21,1996,35,35,3112,34.6,1,2,1,0,0,9,0,0.03,0.06,0.09,0.03,0.09,1.2,1.2,2.8,4.0,0.04,0.08,0.12,0.04,0.12
2087,Christopher Rocchia,FRA,DF,Olympique Marseille,Ligue 1,20,1998,1,0,3,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
2088,Kenny Rocha Santos,CPV,DF,AS Saint-Étienne,Ligue 1,18,2000,1,0,1,0.0,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.0,0.0,0.00,0.00,0.00,0.00,0.00
2089,Rubén Rochina,ESP,MF,Levante UD,La Liga,27,1991,27,23,1800,20.0,4,5,4,0,0,13,2,0.20,0.25,0.45,0.20,0.45,2.3,2.3,4.5,6.9,0.12,0.23,0.34,0.12,0.34
2090,Sebastian Rode,DEU,MF,Eintracht Frankfurt,Bundesliga,27,1990,12,12,923,10.3,0,0,0,0,0,4,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.9,1.2,0.03,0.09,0.12,0.03,0.12
2091,Ronny Rodelin,FRA,MF,EA Guingamp,Ligue 1,28,1989,17,8,788,8.8,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,1.5,1.5,0.7,2.2,0.18,0.08,0.26,0.18,0.26
2092,Rodri,ESP,MF,Atlético de Madrid,La Liga,22,1996,34,32,2735,30.4,3,1,3,0,0,5,0,0.10,0.03,0.13,0.10,0.13,2.5,2.5,0.9,3.5,0.08,0.03,0.11,0.08,0.11
2093,Rodrigo,ESP,FW,Valencia CF,La Liga,27,1991,33,29,2528,28.1,8,6,8,0,1,5,1,0.28,0.21,0.50,0.28,0.50,13.4,12.7,3.7,16.3,0.48,0.13,0.61,0.45,0.58
2094,Kévin Rodrigues,PRT,DF,Real Sociedad,La Liga,24,1994,7,5,484,5.4,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.6,0.6,0.01,0.11,0.12,0.01,0.12
2095,Óscar Rodríguez,ESP,MF,CD Leganés,La Liga,20,1998,31,29,2504,27.8,4,3,4,0,0,6,0,0.14,0.11,0.25,0.14,0.25,3.7,3.7,3.6,7.3,0.13,0.13,0.26,0.13,0.26
2096,Alejandro Rodríguez,ESP,FW,FC Empoli,Serie A,27,1991,1,0,25,0.3,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.4,0.4,0.0,0.4,1.60,0.00,1.60,1.60,1.60
2097,Ángel Rodríguez,ESP,FW,Getafe CF,La Liga,31,1987,37,20,1819,20.2,8,3,8,0,0,4,0,0.40,0.15,0.54,0.40,0.54,8.0,8.0,3.2,11.3,0.40,0.16,0.56,0.40,0.56
2098,James Rodríguez,COL,MF,Bayern Munich,Bundesliga,27,1991,20,13,1138,12.6,7,3,7,0,0,2,0,0.55,0.24,0.79,0.55,0.79,5.1,5.1,4.7,9.8,0.40,0.37,0.78,0.40,0.78
2099,Ricardo Rodríguez,CHE,DF,AC Milan,Serie A,25,1992,35,35,3047,33.9,0,3,0,0,0,5,0,0.00,0.09,0.09,0.00,0.09,0.6,0.6,1.4,2.1,0.02,0.04,0.06,0.02,0.06
2100,Marko Rog,HRV,MF,Sevilla FC,La Liga,23,1995,10,4,357,4.0,0,0,0,0,0,5,0,0.00,0.00,0.00,0.00,0.00,0.0,0.0,0.1,0.1,0.01,0.02,0.04,0.01,0.04
2101,Marko Rog,HRV,MF,SSC Napoli,Serie A,23,1995,9,4,333,3.7,1,0,1,0,0,3,0,0.27,0.00,0.27,0.27,0.27,0.3,0.3,0.2,0.5,0.08,0.04,0.13,0.08,0.13
2102,Rogério,BRA,DF,US Sassuolo,Serie A,20,1998,33,29,2672,29.7,1,2,1,0,0,9,1,0.03,0.07,0.10,0.03,0.10,2.2,2.2,1.8,4.0,0.07,0.06,0.14,0.07,0.14
2103,Marcos Rojo,ARG,DF,Manchester United,Premier League,28,1990,5,2,212,2.4,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.3,0.3,0.0,0.3,0.11,0.00,0.11,0.11,0.11
2104,Diego Rolán,URY,MF,CD Leganés,La Liga,25,1993,6,2,215,2.4,0,0,0,0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.1,0.1,0.3,0.4,0.03,0.12,0.16,0.03,0.16
2105,Diego Rolán,URY,FW,Deportivo Alavés,La Liga,25,1993,9,3,298,3.3,0,0,0,0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.6,0.6,0.1,0.7,0.18,0.04,0.21,0.18,0.21
2106,Rolando,PRT,DF,Olympique Marseille,Ligue 1,32,1985,10,9,804,8.9,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.7,0.7,0.0,0.7,0.08,0.00,0.08,0.08,0.08
2107,Esteban Rolón,ARG,MF,Genoa CFC,Serie A,23,1995,19,10,1046,11.6,0,0,0,0,0,9,0,0.00,0.00,0.00,0.00,0.00,0.8,0.8,0.8,1.5,0.07,0.07,0.13,0.07,0.13
2108,Filippo Romagna,ITA,DF,Cagliari Calcio,Serie A,21,1997,18,16,1474,16.4,0,0,0,0,0,2,0,0.00,0.00,0.00,0.00,0.00,0.5,0.5,0.0,0.5,0.03,0.00,0.03,0.03,0.03
2109,Alessio Romagnoli,ITA,DF,AC Milan,Serie A,23,1995,32,32,2847,31.6,2,0,2,0,0,6,1,0.06,0.00,0.06,0.06,0.06,0.8,0.8,0.1,0.8,0.02,0.00,0.03,0.02,0.03
2110,Alaixys Romao,TGO,MF,Stade Reims,Ligue 1,34,1984,36,36,3160,35.1,0,3,0,0,0,8,1,0.00,0.09,0.09,0.00,0.09,1.6,1.6,1.4,3.0,0.04,0.04,0.09,0.04,0.09
