Rk,Player,Nation,Pos,Squad,Comp,Age,Born,Min/90,Touches,TouchesDefPen,TouchesDef3rd,TouchesMid3rd,TouchesAtt3rd,TouchesAttPen,TouchesLive,DribSucc,DribAtt,DribSucc%,DribPl,Megs,Carries,TotDist,PrgDist,Prog,1/3,CPA,Mis,Dis,Targ,Rec,Rec%,PR_Prog
136,Emil Audero,ITA,GK,UC Sampdoria,Serie A,21,1997,36.0,1248,1152,1244,6,1,1,867,0,0,,0,0,602,2007,909,0,0,0,1,0,490,488,99.6,0
137,Jean-Kévin Augustin,FRA,FW,RB Leipzig,Bundesliga,21,1997,5.1,182,0,5,77,114,38,182,11,23,47.8,11,3,153,683,386,18,9,5,26,14,221,141,63.8,74
138,Ludwig Augustinsson,SWE,DF,SV Werder Bremen,Bundesliga,24,1994,33.6,2303,88,642,1032,758,73,1955,9,18,50.0,11,0,1396,6658,4039,181,61,12,36,24,1566,1410,90.0,126
139,Serge Aurier,CIV,DF,Tottenham Hotspur,Premier League,25,1992,6.3,432,21,120,185,146,8,378,8,15,53.3,10,0,264,962,512,25,12,1,8,11,267,238,89.1,13
140,Charlie Austin,ENG,FW,Southampton FC,Premier League,29,1989,10.9,345,18,37,138,175,52,337,5,12,41.7,8,0,191,686,218,12,1,4,34,11,515,243,47.2,91
141,Chimy Ávila,ARG,FW,SD Huesca,La Liga,24,1994,22.2,918,31,114,431,445,108,888,31,60,51.7,32,2,581,3134,1681,93,36,13,60,29,975,636,65.2,205
142,Jordan Ayew,GHA,FW,Crystal Palace,Premier League,26,1991,13.1,493,7,53,236,237,62,482,24,36,66.7,25,1,371,1844,832,40,11,6,43,44,637,330,51.8,138
143,Kaan Ayhan,TUR,DF,Fortuna Düsseldorf,Bundesliga,23,1994,27.2,1716,208,1005,744,88,21,1626,9,12,75.0,10,0,1117,6440,3939,85,14,1,4,10,1099,1087,98.9,26
144,Floyd Ayité,TGO,FW,Fulham FC,Premier League,29,1988,5.3,288,6,45,145,126,20,283,13,22,59.1,15,1,216,1115,559,26,9,5,13,15,271,198,73.1,40
145,César Azpilicueta,ESP,DF,Chelsea FC,Premier League,28,1989,37.8,3261,128,958,1531,904,55,2909,16,26,61.5,17,0,2155,6722,3724,188,64,6,21,22,2271,2144,94.4,66
146,Abdoulaye Ba,SEN,DF,Rayo Vallecano,La Liga,27,1991,23.4,1341,226,872,498,25,11,1303,3,6,50.0,4,0,761,3686,1552,17,1,0,7,1,753,731,97.1,9
147,Florian Baak,DEU,MF,Hertha BSC,Bundesliga,19,1999,0.0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0
148,Ludovic Baal,GUF,DF,Stade Rennais FC,Ligue 1,32,1986,1.4,101,3,37,48,21,2,86,1,1,100.0,1,0,67,281,180,4,1,0,2,2,59,54,91.5,2
149,Khouma Babacar,SEN,FW,US Sassuolo,Serie A,25,1993,16.5,527,25,48,232,270,86,486,11,20,55.0,11,0,358,1411,679,37,13,11,55,29,663,367,55.4,164
150,Ryan Babel,NLD,FW,Fulham FC,Premier League,31,1986,13.9,670,22,82,357,287,34,640,36,45,80.0,37,2,564,2970,1411,74,27,11,30,31,741,516,69.6,113
151,Carlos Bacca,COL,FW,Villarreal CF,La Liga,31,1986,14.1,404,7,34,175,228,76,387,10,21,47.6,12,1,285,1181,679,43,18,13,31,25,545,298,54.7,124
152,Juninho Bacuna,CUW,MF,Huddersfield Town,Premier League,20,1997,15.7,983,19,190,624,226,12,917,31,60,51.7,36,4,697,3257,1555,68,18,3,19,25,659,596,90.4,24
153,Leandro Bacuna,CUW,MF,Cardiff City,Premier League,26,1991,6.2,245,19,81,131,51,4,224,4,6,66.7,4,0,113,939,499,16,7,1,4,6,97,78,80.4,4
154,Milan Badelj,HRV,MF,SS Lazio,Serie A,29,1989,12.7,1017,26,236,640,210,7,993,24,34,70.6,25,0,705,3025,1601,56,16,2,5,7,729,692,94.9,19
155,Holger Badstuber,DEU,DF,VfB Stuttgart,Bundesliga,29,1989,5.8,316,42,188,150,3,0,311,1,2,50.0,2,0,192,1065,529,6,0,0,1,0,199,194,97.5,0
156,Stéphane Bahoken,CMR,FW,SCO Angers,Ligue 1,26,1992,27.4,842,4,27,400,464,124,775,16,27,59.3,17,1,578,2551,1094,65,19,16,82,64,1188,579,48.7,254
157,Daniel Baier,DEU,MF,FC Augsburg,Bundesliga,34,1984,31.3,1942,68,548,1228,293,13,1870,9,19,47.4,10,0,1181,6158,2897,93,33,2,23,19,1195,1096,91.7,52
158,Leon Bailey,JAM,FW,Bayer 04 Leverkusen,Bundesliga,20,1997,21.3,1238,18,158,498,672,96,1115,60,83,72.3,65,0,953,5363,2919,145,38,21,57,40,1116,864,77.4,243
159,Eric Bailly,CIV,DF,Manchester United,Premier League,24,1994,7.1,385,56,221,166,10,7,380,2,2,100.0,2,0,247,1012,340,7,1,0,3,2,235,233,99.1,4
160,Leighton Baines,ENG,DF,Everton FC,Premier League,33,1984,4.2,288,11,55,157,86,1,220,0,1,0.0,0,0,163,609,352,16,5,0,2,0,176,163,92.6,6
161,Marvin Bakalorz,DEU,MF,Hannover 96,Bundesliga,28,1989,16.3,635,51,182,346,154,20,628,12,26,46.2,15,0,403,1863,956,41,16,1,26,25,439,330,75.2,55
162,Tiemoué Bakayoko,FRA,MF,AC Milan,Serie A,23,1994,25.6,1707,78,398,1138,305,35,1690,59,84,70.2,60,1,1209,5782,3220,126,50,8,32,40,1207,1123,93.0,69
163,Ridle Baku,DEU,MF,1.FSV Mainz 05,Bundesliga,20,1998,10.4,544,16,106,329,135,20,534,8,17,47.1,9,0,404,1495,747,26,8,5,8,14,426,372,87.3,50
164,Fabián Balbuena,PRY,DF,West Ham United,Premier League,26,1991,22.4,1125,189,699,450,41,27,1104,2,2,100.0,2,0,592,3022,1509,25,3,0,3,3,603,584,96.8,20
165,Keita Baldé,SEN,FW,Inter Milan,Serie A,23,1995,9.9,474,6,29,174,309,66,469,20,29,69.0,20,0,405,2479,1395,80,20,17,23,22,492,378,76.8,128
166,Gareth Bale,WAL,FW,Real Madrid,La Liga,29,1989,19.8,1007,15,99,483,506,107,972,23,34,67.6,24,3,746,4147,2107,130,36,24,26,32,1108,830,74.9,197
167,Mikel Balenziaga,ESP,DF,Athletic Bilbao,La Liga,30,1988,5.8,277,28,94,138,51,0,232,4,5,80.0,5,0,150,631,303,7,3,0,1,1,160,140,87.5,4
168,Andrija Balic,HRV,FW,Udinese Calcio,Serie A,20,1997,0.3,30,1,7,13,10,0,26,2,3,66.7,2,0,23,83,42,1,0,0,0,1,23,18,78.3,0
169,Fodé Ballo-Touré,SEN,DF,LOSC Lille,Ligue 1,21,1997,17.7,986,47,308,517,236,21,828,30,52,57.7,30,1,583,3067,1809,90,31,4,21,13,538,491,91.3,33
170,Fodé Ballo-Touré,SEN,DF,AS Monaco,Ligue 1,21,1997,17.7,1052,39,287,543,318,16,869,30,44,68.2,33,0,630,3880,2356,99,48,5,17,20,611,547,89.5,45
171,Florent Balmont,FRA,MF,Dijon FCO,Ligue 1,38,1980,12.0,803,17,172,526,147,2,753,6,6,100.0,6,0,599,2335,1264,55,11,0,10,8,612,568,92.8,12
172,Leon Balogun,NGA,DF,Brighton & Hove Albion,Premier League,30,1988,6.6,297,38,196,113,7,5,290,2,3,66.7,3,0,139,711,275,1,0,0,3,3,156,152,97.4,2
173,Mario Balotelli,ITA,FW,Olympique Marseille,Ligue 1,27,1990,10.4,350,9,31,192,147,40,329,11,17,64.7,12,1,223,947,478,26,13,3,20,9,436,269,61.7,84
174,Mario Balotelli,ITA,FW,OGC Nice,Ligue 1,27,1990,8.4,347,9,20,188,158,30,329,8,23,34.8,11,1,252,798,389,31,11,4,21,7,410,273,66.6,83
175,Abdoulaye Bamba,CIV,DF,SCO Angers,Ligue 1,28,1990,28.6,1521,71,482,774,355,22,1226,20,30,66.7,20,1,884,4320,2546,99,39,7,11,21,834,755,90.5,27
176,Jonathan Bamba,FRA,FW,LOSC Lille,Ligue 1,22,1996,33.4,1645,16,239,796,806,111,1589,45,88,51.1,47,2,1339,8596,4814,203,89,25,73,88,1490,1199,80.5,254
177,Sol Bamba,CIV,DF,Cardiff City,Premier League,33,1985,27.5,993,201,551,429,46,29,979,16,19,84.2,16,0,372,1740,813,18,2,0,5,13,272,244,89.7,19
178,Yacine Bammou,MAR,FW,SM Caen,Ligue 1,26,1991,10.3,446,22,76,206,192,28,439,12,20,60.0,14,1,316,1257,501,20,11,3,19,18,420,283,67.4,74
179,Éver Banega,ARG,MF,Sevilla FC,La Liga,30,1988,29.6,2533,57,599,1576,535,20,2315,62,96,64.6,65,4,1902,8935,4850,174,55,3,25,57,1866,1770,94.9,64
180,Mattia Bani,ITA,DF,Chievo Verona,Serie A,24,1993,29.0,1618,261,1025,629,62,21,1562,2,3,66.7,2,0,919,4334,2280,33,5,1,7,7,963,935,97.1,12
181,Leo Baptistão,BRA,FW,RCD Espanyol Barcelona,La Liga,25,1992,13.7,581,22,101,246,278,55,566,22,34,64.7,26,4,430,2319,1408,63,17,10,32,21,593,388,65.4,121
182,Antonin Barak,CZE,MF,Udinese Calcio,Serie A,23,1994,3.7,216,2,42,135,53,2,207,3,5,60.0,3,0,168,844,435,21,8,1,3,8,193,161,83.4,20
183,Federico Barba,ITA,DF,Chievo Verona,Serie A,24,1993,27.6,1576,166,736,735,188,15,1406,7,12,58.3,8,0,874,4724,2615,81,25,1,10,5,878,835,95.1,17
184,Danilo Barbosa,BRA,MF,OGC Nice,Ligue 1,22,1996,17.2,914,35,215,554,219,36,904,35,53,66.0,38,1,716,2975,1550,68,26,3,40,38,776,672,86.6,82
185,Enis Bardhi,MKD,MF,Levante UD,La Liga,23,1995,31.5,1588,63,321,826,582,40,1480,47,75,62.7,51,0,1156,5807,3282,166,53,4,49,55,1201,1015,84.5,155
186,Francesco Bardi,ITA,GK,Frosinone Calcio,Serie A,26,1992,3.0,80,73,80,1,0,0,53,0,0,,0,0,35,186,113,0,0,0,0,0,24,24,100.0,0
187,Phil Bardsley,SCO,DF,Burnley FC,Premier League,33,1985,18.6,974,80,281,508,222,9,788,5,11,45.5,7,0,453,2303,1064,53,20,1,6,6,434,405,93.3,13
188,Nicolò Barella,ITA,MF,Cagliari Calcio,Serie A,21,1997,34.5,2443,51,421,1441,799,65,2340,53,95,55.8,59,2,1832,10094,5239,230,98,19,72,70,2011,1711,85.1,207
189,Philipp Bargfrede,DEU,MF,SV Werder Bremen,Bundesliga,29,1989,12.0,727,61,233,466,68,3,714,3,4,75.0,3,0,452,2270,1154,40,10,0,6,9,431,411,95.4,12
190,Antonino Barillà,ITA,MF,Parma Calcio 1913,Serie A,30,1988,29.1,1156,74,341,592,308,35,1142,26,41,63.4,29,3,787,3476,1772,83,31,3,29,43,854,712,83.4,89
191,Ross Barkley,ENG,MF,Chelsea FC,Premier League,24,1993,13.8,1138,26,159,695,363,49,1109,19,26,73.1,19,0,935,3880,1787,86,35,7,12,33,999,906,90.7,82
192,Aymen Barkok,MAR,MF,Fortuna Düsseldorf,Bundesliga,20,1998,5.7,288,8,66,155,91,10,277,9,15,60.0,9,0,217,1143,586,21,13,2,10,5,231,195,84.4,26
193,Ashley Barnes,ENG,FW,Burnley FC,Premier League,28,1989,26.5,913,34,88,417,450,121,889,11,19,57.9,12,0,529,1792,884,47,14,12,96,40,1432,631,44.1,227
194,Harvey Barnes,ENG,FW,Leicester City,Premier League,20,1997,11.2,485,6,42,162,324,88,482,20,33,60.6,21,3,404,2750,1866,97,23,33,26,20,546,378,69.2,106
195,Antonio Barragán,ESP,DF,Real Betis Balompié,La Liga,31,1987,10.4,743,34,194,313,279,17,660,2,7,28.6,3,1,492,2017,949,49,17,6,11,7,573,515,89.9,39
196,Antonio Barreca,ITA,DF,Newcastle United,Premier League,23,1995,0.1,3,0,0,2,1,0,3,0,0,,0,0,2,13,8,1,0,0,0,0,5,3,60.0,0
197,Antonio Barreca,ITA,DF,AS Monaco,Ligue 1,23,1995,6.6,341,14,116,163,86,9,261,5,8,62.5,5,0,191,927,550,21,10,3,11,8,186,167,89.8,17
198,Leandro Barreiro,LUX,MF,1.FSV Mainz 05,Bundesliga,18,2000,1.0,38,3,11,21,8,1,38,1,1,100.0,1,0,22,208,91,3,1,1,0,0,31,18,58.1,0
199,Ander Barrenetxea,ESP,FW,Real Sociedad,La Liga,16,2001,4.4,177,7,27,73,96,15,177,21,28,75.0,21,2,153,913,440,27,8,2,12,9,172,118,68.6,39
200,Édgar Barreto,PRY,MF,UC Sampdoria,Serie A,34,1984,8.7,597,14,98,354,162,19,583,6,10,60.0,6,0,434,1014,439,20,6,1,5,9,470,434,92.3,38
201,Musa Barrow,GMB,FW,Atalanta BC,Serie A,19,1998,6.7,372,1,17,131,253,71,358,18,34,52.9,19,2,320,1533,813,54,17,13,32,19,456,299,65.6,122
202,Fin Bartels,DEU,FW,SV Werder Bremen,Bundesliga,31,1987,0.3,10,0,2,7,2,1,10,0,1,0.0,0,0,6,89,66,0,1,0,1,0,10,6,60.0,2
203,Marc Bartra,ESP,DF,Real Betis Balompié,La Liga,27,1991,32.5,2644,271,1262,1476,131,19,2585,15,26,57.7,16,0,1902,10486,6613,177,37,1,16,16,1939,1892,97.6,10
204,Andrea Barzagli,ITA,DF,Juventus FC,Serie A,37,1981,2.9,219,16,96,120,14,0,215,0,1,0.0,0,0,160,654,364,12,3,0,0,0,172,169,98.3,1
205,Daniele Baselli,ITA,MF,Torino FC,Serie A,26,1992,26.4,1593,45,292,846,558,55,1482,31,53,58.5,32,2,1043,5155,2742,135,46,4,44,37,1128,983,87.1,105
206,Toma Basic,HRV,MF,FC Girondins Bordeaux,Ligue 1,21,1996,14.8,784,17,132,495,213,16,721,16,27,59.3,18,1,541,2563,1317,60,16,1,25,25,617,528,85.6,66
207,Thomas Basila,FRA,DF,FC Nantes,Ligue 1,19,1999,1.0,39,6,22,19,0,0,38,0,0,,0,0,17,56,36,1,0,0,0,0,17,17,100.0,0
208,Borja Bastón,ESP,FW,Deportivo Alavés,La Liga,25,1992,16.0,502,12,56,261,212,60,485,6,17,35.3,7,0,276,931,485,27,13,1,52,19,713,353,49.5,137
209,Alessandro Bastoni,ITA,DF,Parma Calcio 1913,Serie A,19,1999,18.8,831,162,494,364,28,5,785,8,10,80.0,8,1,454,2720,1509,27,5,0,4,5,447,434,97.1,4
210,Bastos,AGO,DF,SS Lazio,Serie A,27,1991,12.7,675,79,318,329,83,11,653,12,13,92.3,12,0,467,3073,1747,50,18,1,3,7,448,437,97.5,8
211,Michy Batshuayi,BEL,FW,Valencia CF,La Liga,24,1993,5.9,219,4,18,111,97,30,214,5,16,31.3,6,0,161,600,282,14,3,5,15,12,310,170,54.8,70
212,Michy Batshuayi,BEL,FW,Crystal Palace,Premier League,24,1993,8.3,252,4,32,125,114,46,248,13,19,68.4,14,0,186,785,328,18,8,5,20,14,358,174,48.6,65
213,Robert Bauer,DEU,DF,1.FC Nuremberg,Bundesliga,23,1995,19.1,1038,100,378,472,253,8,841,6,6,100.0,6,0,537,2934,1640,67,26,3,7,15,520,483,92.9,20
214,Oliver Baumann,DEU,GK,TSG 1899 Hoffenheim,Bundesliga,28,1990,33.0,1375,1009,1355,36,0,0,1046,0,0,,0,0,783,3352,1774,0,0,0,1,0,660,657,99.5,0
215,Timo Baumgartl,DEU,DF,VfB Stuttgart,Bundesliga,22,1996,18.0,1070,135,647,464,39,12,1011,4,4,100.0,4,0,630,3350,1746,37,6,0,5,1,623,614,98.6,5
216,Julian Baumgartlinger,AUT,MF,Bayer 04 Leverkusen,Bundesliga,30,1988,17.3,1566,52,367,993,292,26,1525,14,17,82.4,15,1,1123,4526,2145,83,23,2,13,14,1220,1149,94.2,44
217,Christoph Baumgartner,AUT,MF,TSG 1899 Hoffenheim,Bundesliga,18,1999,0.9,52,0,7,36,16,3,52,4,5,80.0,5,0,46,361,280,11,6,1,2,2,44,34,77.3,3
218,Jon Bautista,ESP,FW,Real Sociedad,La Liga,23,1995,6.6,232,9,16,124,101,34,223,7,10,70.0,8,1,124,326,152,9,3,3,26,12,347,164,47.3,66
219,Paul Baysse,FRA,DF,FC Girondins Bordeaux,Ligue 1,30,1988,0.8,41,7,24,19,0,0,39,0,0,,0,0,18,89,26,2,0,0,0,0,17,16,94.1,0
220,Paul Baysse,FRA,DF,SM Caen,Ligue 1,30,1988,19.9,1030,153,624,430,32,19,995,3,3,100.0,3,0,590,2636,1348,28,3,0,1,3,609,601,98.7,13
221,Noah Joel Sarenren Bazee,NGA,FW,Hannover 96,Bundesliga,21,1996,1.7,53,3,9,24,29,8,53,4,11,36.4,5,0,42,280,208,8,4,1,5,5,64,31,48.4,20
222,Claudio Beauvue,GLP,FW,SM Caen,Ligue 1,30,1988,16.7,599,26,75,299,251,71,577,12,22,54.5,13,0,383,1413,660,38,13,7,53,26,674,423,62.8,133
223,Bebé,PRT,FW,Rayo Vallecano,La Liga,28,1990,14.5,764,24,121,360,381,27,731,48,65,73.8,48,4,599,4160,2297,101,43,12,44,35,690,523,75.8,97
224,Bebé,PRT,MF,SD Eibar,La Liga,28,1990,0.7,45,0,2,19,31,3,44,0,2,0.0,0,0,34,177,96,4,4,0,4,0,47,36,76.6,10
225,Ihlas Bebou,TGO,FW,Hannover 96,Bundesliga,24,1994,11.8,621,14,84,322,275,39,576,46,62,74.2,48,3,457,2244,1269,68,31,4,31,32,543,420,77.3,104
226,Uffe Bech,DNK,FW,Hannover 96,Bundesliga,25,1993,0.2,16,0,1,8,9,1,15,0,0,,0,0,9,65,36,2,1,0,1,2,11,9,81.8,4
227,Andreas Beck,DEU,DF,VfB Stuttgart,Bundesliga,31,1987,19.7,1073,56,344,526,264,16,902,9,16,56.3,9,0,613,2908,1226,44,11,0,18,7,651,571,87.7,24
228,Jan Bednarek,POL,DF,Southampton FC,Premier League,22,1996,23.9,1180,174,590,604,36,10,1105,2,3,66.7,2,0,488,2384,1226,39,7,0,3,4,489,471,96.3,4
229,Andrea Beghetto,ITA,DF,Frosinone Calcio,Serie A,23,1994,24.7,1310,70,391,503,473,34,1090,9,25,36.0,14,3,828,3286,1978,86,31,10,14,12,874,759,86.8,65
230,Asmir Begovic,BIH,GK,AFC Bournemouth,Premier League,31,1987,24.0,700,638,699,0,2,0,460,0,0,,0,0,299,1379,755,0,0,0,1,0,209,208,99.5,0
231,Valon Behrami,CHE,MF,Udinese Calcio,Serie A,33,1985,15.1,685,42,221,420,71,9,650,11,14,78.6,11,0,370,1424,681,20,7,2,11,14,336,302,89.9,13
232,Hanno Behrens,DEU,MF,1.FC Nuremberg,Bundesliga,28,1990,29.3,1223,90,403,595,296,85,1198,12,19,63.2,12,0,661,3320,1694,54,24,7,36,19,966,715,74.0,128
233,Ishak Belfodil,DZA,FW,TSG 1899 Hoffenheim,Bundesliga,26,1992,20.7,693,14,54,252,434,178,672,48,71,67.6,50,2,519,2312,1240,71,24,24,46,24,874,534,61.1,252
234,Stefan Bell,DEU,DF,1.FSV Mainz 05,Bundesliga,26,1991,25.0,1500,156,734,781,91,31,1470,15,20,75.0,16,0,955,5613,3589,107,19,0,11,6,925,901,97.4,30
235,Karim Bellarabi,DEU,FW,Bayer 04 Leverkusen,Bundesliga,28,1990,11.7,665,8,103,263,373,51,655,19,39,48.7,21,1,554,3337,2098,112,38,15,27,23,642,513,79.9,103
236,Héctor Bellerín,ESP,DF,Arsenal FC,Premier League,23,1995,17.0,1094,52,307,468,383,58,965,19,23,82.6,19,1,748,3706,2089,102,29,9,12,21,783,697,89.0,69
237,Andrea Belotti,ITA,FW,Torino FC,Serie A,24,1993,36.7,1386,29,113,609,782,230,1360,45,92,48.9,47,1,918,4641,2963,147,67,36,99,91,1763,1025,58.1,398
238,Fran Beltrán,ESP,MF,Celta de Vigo,La Liga,19,1999,16.9,1028,34,220,670,189,12,1015,14,22,63.6,17,0,790,3511,1492,64,14,1,8,16,830,741,89.3,35
239,Hatem Ben Arfa,FRA,MF,Stade Rennais FC,Ligue 1,31,1987,22.6,1236,2,86,705,591,69,1093,119,187,63.6,125,2,1075,5965,3577,205,64,13,51,76,1107,942,85.1,122
240,Wissam Ben Yedder,FRA,FW,Sevilla FC,La Liga,27,1990,31.2,1106,11,65,475,650,226,1066,45,75,60.0,50,1,808,3909,2422,147,52,29,73,49,1453,814,56.0,333
241,Diego Benaglio,CHE,GK,AS Monaco,Ligue 1,34,1983,22.9,687,625,686,1,0,0,468,0,0,,0,0,314,1584,899,0,0,0,0,0,241,240,99.6,0
242,Marco Benassi,ITA,MF,ACF Fiorentina,Serie A,23,1994,25.4,1070,34,165,556,421,80,1046,24,34,70.6,24,2,770,3667,2207,100,40,7,26,25,933,736,78.9,185
243,Medhi Benatia,MAR,DF,Juventus FC,Serie A,31,1987,5.0,370,42,183,190,10,3,365,1,1,100.0,1,0,258,1002,444,12,1,0,0,1,264,260,98.5,2
244,Lars Bender,DEU,DF,Bayer 04 Leverkusen,Bundesliga,29,1989,15.1,1108,39,269,642,267,39,1000,9,13,69.2,9,0,645,2910,1515,78,30,3,11,9,714,667,93.4,49
245,Sven Bender,DEU,DF,Bayer 04 Leverkusen,Bundesliga,29,1989,22.1,1903,136,877,1100,52,16,1873,5,6,83.3,6,0,1337,7388,3187,79,9,1,2,4,1321,1299,98.3,9
246,Lászlo Bénes,SVK,MF,Borussia Mönchengladbach,Bundesliga,20,1997,0.3,23,3,9,12,2,0,23,0,0,,0,0,13,82,29,2,0,0,1,0,15,12,80.0,0
247,Nicolas Benezet,FRA,MF,EA Guingamp,Ligue 1,27,1991,18.5,1161,6,142,537,588,73,1039,38,64,59.4,41,2,852,4771,2548,136,51,15,52,54,962,762,79.2,163
248,Walter Benítez,ARG,GK,OGC Nice,Ligue 1,25,1993,35.0,1224,1144,1224,0,0,0,838,0,0,,0,0,560,1896,1043,0,0,0,1,0,496,493,99.4,0
249,Ismaël Bennacer,DZA,MF,FC Empoli,Serie A,20,1997,32.9,2345,77,602,1423,497,15,2166,60,82,73.2,62,1,1698,9106,4514,184,55,7,24,38,1561,1474,94.4,65
250,Joe Bennett,ENG,DF,Cardiff City,Premier League,28,1990,29.3,1209,117,377,563,318,13,981,24,30,80.0,27,0,552,2442,1111,55,23,2,9,15,487,435,89.3,21
251,Ryan Bennett,ENG,DF,Wolverhampton Wanderers,Premier League,28,1990,34.0,1709,178,757,897,132,19,1643,1,1,100.0,1,0,954,4042,2059,68,18,0,5,2,1004,980,97.6,17
252,Yassine Benrahou,FRA,MF,FC Girondins Bordeaux,Ligue 1,19,1999,2.0,147,1,19,73,70,6,134,4,10,40.0,6,0,103,525,239,11,4,1,3,6,140,103,73.6,17
253,Ramy Bensebaini,DZA,DF,Stade Rennais FC,Ligue 1,23,1995,23.9,1566,105,546,791,348,27,1350,21,36,58.3,22,0,937,5254,3196,129,44,3,26,18,935,857,91.7,49
254,Nabil Bentaleb,DZA,MF,FC Schalke 04,Bundesliga,23,1994,19.9,1124,37,201,744,251,18,1061,25,29,86.2,26,1,731,3235,1668,76,27,3,19,10,751,679,90.4,57
255,Rodrigo Bentancur,URY,MF,Juventus FC,Serie A,21,1997,22.3,1480,63,305,903,371,27,1463,26,43,60.5,27,1,1119,5509,2701,107,33,6,19,27,1177,1056,89.7,80
256,Christian Benteke,BEL,FW,Crystal Palace,Premier League,27,1990,9.0,354,17,34,167,167,55,342,4,8,50.0,5,0,178,445,159,10,6,1,26,18,482,276,57.3,105
257,Karim Benzema,FRA,FW,Real Madrid,La Liga,30,1987,32.8,1549,26,76,740,829,224,1470,53,85,62.4,55,0,1259,5617,2767,177,56,36,61,48,1919,1265,65.9,345
258,Yassine Benzia,DZA,MF,LOSC Lille,Ligue 1,23,1994,1.8,111,1,7,68,46,5,109,1,1,100.0,1,0,96,460,201,14,6,0,1,0,96,87,90.6,10
259,Domenico Berardi,ITA,FW,US Sassuolo,Serie A,23,1994,31.9,1820,27,207,761,996,119,1731,59,103,57.3,63,6,1448,7597,4409,229,71,28,68,64,1663,1330,80.0,306
260,Yuri Berchiche,ESP,DF,Athletic Bilbao,La Liga,28,1990,34.7,2113,113,610,1049,598,43,1829,38,60,63.3,39,1,1360,7430,4075,208,67,10,36,28,1299,1159,89.2,57
261,Álex Berenguer,ESP,MF,Torino FC,Serie A,23,1995,16.5,998,11,136,446,510,60,875,48,83,57.8,50,6,712,3577,2112,113,43,18,41,57,846,676,79.9,134
262,Bartosz Bereszynski,POL,DF,UC Sampdoria,Serie A,26,1992,24.4,1821,92,509,929,473,19,1589,29,43,67.4,29,2,1249,5182,2885,122,31,2,17,20,1232,1166,94.6,26
263,Jóhann Berg Gudmundsson,ISL,MF,Burnley FC,Premier League,27,1990,19.5,856,41,151,310,455,59,780,18,35,51.4,19,0,574,3710,1902,99,37,11,32,34,669,497,74.3,106
264,Markel Bergara,ESP,MF,Getafe CF,La Liga,32,1986,0.6,31,2,6,18,8,1,30,0,0,,0,0,10,43,14,2,0,0,1,1,18,14,77.8,3
265,Robert Beric,SVN,FW,AS Saint-Étienne,Ligue 1,27,1991,13.1,349,6,17,200,145,62,327,10,15,66.7,10,0,217,642,282,15,7,2,36,20,578,242,41.9,99
266,Etrit Berisha,ALB,GK,Atalanta BC,Serie A,29,1989,18.0,521,447,521,1,0,0,356,0,0,,0,0,248,1074,613,0,0,0,0,0,174,174,100.0,0
267,Valon Berisha,XXK,MF,SS Lazio,Serie A,25,1993,2.2,179,3,30,109,57,3,170,5,5,100.0,5,1,129,635,319,18,6,0,1,4,145,125,86.2,9
268,Bernard,BRA,FW,Everton FC,Premier League,25,1992,23.5,1204,21,228,534,557,82,1193,45,89,50.6,48,3,967,5277,2993,144,47,22,69,42,1059,821,77.5,164
269,Federico Bernardeschi,ITA,FW,Juventus FC,Serie A,24,1994,16.4,908,15,121,371,500,85,838,33,58,56.9,36,0,717,4478,2158,100,35,21,23,21,827,659,79.7,145
270,Bernardo,BRA,DF,Brighton & Hove Albion,Premier League,23,1995,19.5,1268,100,469,598,278,12,1055,15,19,78.9,16,0,665,3590,2100,86,26,2,18,13,654,593,90.7,20
271,Paul Bernardoni,FRA,GK,Nîmes Olympique,Ligue 1,21,1997,38.0,1232,985,1224,11,0,0,787,0,0,,0,0,522,2323,1455,1,0,0,0,0,382,378,99.0,0
272,Juan Bernat,ESP,DF,Paris Saint-Germain,Ligue 1,25,1993,20.4,1406,44,299,727,469,58,1292,30,42,71.4,30,1,1001,4044,2199,105,31,16,18,25,1100,1002,91.1,85
273,Antoine Bernede,FRA,MF,Paris Saint-Germain,Ligue 1,19,1999,1.9,196,6,38,135,29,0,195,1,2,50.0,1,0,154,501,183,8,1,0,0,5,156,152,97.4,6
274,Dimitry Bertaud,FRA,GK,Montpellier HSC,Ligue 1,20,1998,1.0,37,29,37,0,0,0,19,0,0,,0,0,13,88,46,0,0,0,0,0,10,10,100.0,0
275,Ryan Bertrand,ENG,DF,Southampton FC,Premier League,28,1989,24.0,1316,69,294,552,539,35,1056,7,21,33.3,11,2,679,3414,1866,104,37,6,25,15,805,688,85.5,60
276,Daniel Bessa,ITA,MF,Genoa CFC,Serie A,25,1993,27.1,1341,18,219,647,614,69,1267,26,38,68.4,29,0,1007,6500,3638,173,74,17,27,38,1122,890,79.3,155
277,Marcus Bettinelli,ENG,GK,Fulham FC,Premier League,26,1992,7.0,272,243,272,0,0,0,187,0,0,,0,0,130,390,220,0,0,0,0,0,111,110,99.1,0
278,Jordan Beyer,DEU,DF,Borussia Mönchengladbach,Bundesliga,18,2000,8.0,566,55,273,280,61,6,522,6,9,66.7,6,0,389,2085,1221,24,10,2,4,4,385,374,97.1,9
