Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Cmp,Att,Cmp%,Ast,xA,A-xA,KP,1/3,PPA,CrsPA,Prog
252,Yassine Benrahou\Yassine-Benrahou,fr FRA,MFDF,Bordeaux,fr Ligue 1,19,1999,2.0,81,111,73.0,1080,178,52,60,86.7,26,29,89.7,2,17,11.8,0,0.1,-0.1,2,4,1,0,3
253,Ramy Bensebaini\Ramy-Bensebaini,dz ALG,DF,Rennes,fr Ligue 1,23,1995,23.9,991,1267,78.2,18660,7581,437,496,88.1,419,505,83.0,126,225,56.0,0,1.1,-1.1,12,60,13,8,99
254,Nabil Bentaleb\Nabil-Bentaleb,dz ALG,MF,Schalke 04,de Bundesliga,23,1994,19.9,740,959,77.2,14517,3634,302,354,85.3,304,377,80.6,124,204,60.8,0,0.9,-0.9,15,72,10,1,72
255,Rodrigo Bentancur\Rodrigo-Bentancur,uy URU,MF,Juventus,it Serie A,21,1997,22.3,1072,1239,86.5,20187,4398,464,516,89.9,445,500,89.0,150,194,77.3,3,1.2,+1.8,21,110,23,7,86
256,Christian Benteke\Christian-Benteke,be BEL,FW,Crystal Palace,eng Premier League,27,1990,9.0,139,243,57.2,2112,377,82,132,62.1,38,74,51.4,12,20,60.0,1,1.2,-0.2,8,8,2,0,13
257,Karim Benzema\Karim-Benzema,fr FRA,FW,Real Madrid,es La Liga,30,1987,32.8,1011,1212,83.4,15068,2804,619,704,87.9,278,324,85.8,79,108,73.1,6,5.6,+0.4,48,82,58,5,97
258,Yassine Benzia\Yassine-Benzia,dz ALG,MF,Lille,fr Ligue 1,23,1994,1.8,81,100,81.0,1661,609,36,45,80.0,33,37,89.2,11,15,73.3,1,0.6,+0.4,5,17,3,0,20
259,Domenico Berardi\Domenico-Berardi,it ITA,FWMF,Sassuolo,it Serie A,23,1994,31.9,955,1333,71.6,16311,4594,482,576,83.7,352,459,76.7,101,211,47.9,4,3.8,+0.2,51,71,58,10,149
260,Yuri Berchiche\Yuri-Berchiche,es ESP,DFFW,Athletic Club,es La Liga,28,1990,34.7,1392,1734,80.3,24282,9846,633,719,88.0,622,734,84.7,121,224,54.0,2,1.6,+0.4,18,101,33,19,136
261,Álex Berenguer\Alex-Berenguer,es ESP,MFFW,Torino,it Serie A,23,1995,16.5,529,753,70.3,9184,2453,257,313,82.1,184,248,74.2,67,138,48.6,3,4.6,-1.6,36,18,26,6,38
262,Bartosz Bereszyński\Bartosz-Bereszynski,pl POL,DF,Sampdoria,it Serie A,26,1992,24.4,1304,1586,82.2,21086,8950,698,766,91.1,485,575,84.3,101,180,56.1,2,0.7,+1.3,10,94,19,6,109
263,Jóhann Berg Guðmundsson\Johann-Berg-Gudmundsson,is ISL,MFFW,Burnley,eng Premier League,27,1990,19.5,407,610,66.7,7473,2649,199,248,80.2,135,183,73.8,66,154,42.9,6,3.8,+2.2,40,22,22,16,42
264,Markel Bergara\Markel-Bergara,es ESP,MF,Getafe,es La Liga,32,1986,0.6,15,21,71.4,247,86,8,11,72.7,5,7,71.4,1,1,100.0,0,0.0,0.0,0,3,1,1,2
265,Robert Berić\Robert-Beric,si SVN,FW,Saint-Étienne,fr Ligue 1,27,1991,13.1,137,194,70.6,1730,350,75,100,75.0,40,55,72.7,5,10,50.0,1,1.3,-0.3,9,8,4,1,10
266,Etrit Berisha\Etrit-Berisha,al ALB,GK,Atalanta,it Serie A,29,1989,18.0,343,476,72.1,10986,6980,54,55,98.2,140,142,98.6,148,278,53.2,0,0.0,0.0,0,1,0,0,0
267,Valon Berisha\Valon-Berisha,xk KVX,MF,Lazio,it Serie A,25,1993,2.2,123,152,80.9,1799,421,75,85,88.2,40,49,81.6,5,12,41.7,0,0.1,-0.1,4,11,2,0,11
268,Bernard\Bernard,br BRA,FWMF,Everton,eng Premier League,25,1992,23.5,633,867,73.0,10614,3250,321,381,84.3,250,332,75.3,55,110,50.0,3,3.2,-0.2,40,45,34,9,81
269,Federico Bernardeschi\Federico-Bernardeschi,it ITA,FWMF,Juventus,it Serie A,24,1994,16.4,548,713,76.9,10130,2486,276,311,88.7,177,213,83.1,88,155,56.8,3,2.8,+0.2,33,37,22,8,53
270,Bernardo\Bernardo,br BRA,DF,Brighton,eng Premier League,23,1995,19.5,735,1014,72.5,12840,5472,331,384,86.2,329,441,74.6,60,145,41.4,1,0.9,+0.1,9,54,10,3,86
271,Paul Bernardoni\Paul-Bernardoni,fr FRA,GK,Nîmes,fr Ligue 1,21,1997,38.0,627,1113,56.3,23900,17715,68,69,98.6,251,256,98.0,308,786,39.2,0,0.3,-0.3,5,23,1,0,0
272,Juan Bernat\Juan-Bernat,es ESP,DFMF,Paris S-G,fr Ligue 1,25,1993,20.4,1063,1202,88.4,16651,3878,592,635,93.2,400,447,89.5,61,91,67.0,2,3.4,-1.4,23,54,18,5,57
273,Antoine Bernede\Antoine-Bernede,fr FRA,MF,Paris S-G,fr Ligue 1,19,1999,1.9,158,166,95.2,2709,828,62,64,96.9,89,92,96.7,6,9,66.7,0,0.1,-0.1,1,29,1,0,18
274,Dimitry Bertaud\Dimitry-Bertaud,fr FRA,GK,Montpellier,fr Ligue 1,20,1998,1.0,18,36,50.0,735,535,2,2,100.0,5,5,100.0,11,28,39.3,0,0.0,0.0,0,0,0,0,0
275,Ryan Bertrand\Ryan-Bertrand,eng ENG,DF,Southampton,eng Premier League,28,1989,24.0,795,1094,72.7,13308,6080,430,488,88.1,285,391,72.9,70,171,40.9,0,1.9,-1.9,23,68,29,13,84
276,Daniel Bessa\Daniel-Bessa,it ITA,MF,Genoa,it Serie A,25,1993,27.1,899,1106,81.3,15448,3933,449,502,89.4,334,386,86.5,96,162,59.3,3,2.7,+0.3,42,68,37,7,106
277,Marcus Bettinelli\Marcus-Bettinelli,eng ENG,GK,Fulham,eng Premier League,26,1992,7.0,154,237,65.0,5646,4315,23,23,100.0,62,62,100.0,69,152,45.4,0,0.0,0.0,0,5,1,0,0
278,Louis Beyer\Louis-Beyer,de GER,DF,M'Gladbach,de Bundesliga,18,2000,8.0,405,465,87.1,8495,2159,120,141,85.1,218,233,93.6,66,81,81.5,0,0.1,-0.1,1,18,0,0,26
279,Jonathan Biabiany\Jonathan-Biabiany,fr FRA,FWMF,Parma,it Serie A,30,1988,11.9,238,325,73.2,3965,1082,124,157,79.0,86,112,76.8,22,39,56.4,0,0.8,-0.8,9,5,9,3,28
