Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG,npxG/Sh,G-xG,np:G-xG
857,Álex Gallar\Alex-Gallar,es ESP,MFFW,Huesca,es La Liga,26,1992,11.2,4,26,9,34.6,2.32,0.80,0.12,0.33,20.0,3,1,1,3.5,2.7,0.10,+0.5,+0.3
858,Enric Gallego\Enric-Gallego,es ESP,FW,Huesca,es La Liga,31,1986,17.1,5,31,11,35.5,1.81,0.64,0.16,0.45,12.1,0,0,0,3.6,3.6,0.12,+1.4,+1.4
859,Álex Gálvez\Alex-Galvez,es ESP,DF,Rayo Vallecano,es La Liga,29,1989,15.7,1,7,3,42.9,0.45,0.19,0.14,0.33,6.3,0,0,0,1.1,1.1,0.16,-0.1,-0.1
860,Kévin Gameiro\Kevin-Gameiro,fr FRA,FW,Valencia,es La Liga,31,1987,17.9,6,35,14,40.0,1.95,0.78,0.17,0.43,11.9,0,0,0,7.4,7.4,0.21,-1.4,-1.4
861,Idrissa Gana Gueye\Idrissa-Gana-Gueye,sn SEN,MF,Everton,eng Premier League,28,1989,31.4,0,20,3,15.0,0.64,0.10,0.00,0.00,23.9,0,0,0,0.7,0.7,0.04,-0.7,-0.7
862,Ignatius Ganago\Ignatius-Ganago,cm CMR,FW,Nice,fr Ligue 1,19,1999,11.5,2,31,11,35.5,2.69,0.96,0.06,0.18,11.4,0,0,0,3.9,3.9,0.13,-1.9,-1.9
863,Cristian Ganea\Cristian-Ganea,ro ROU,MF,Athletic Club,es La Liga,26,1992,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
864,Ganso\Ganso,br BRA,MFFW,Amiens,fr Ligue 1,28,1989,5.8,0,2,0,0.0,0.35,0.00,0.00,,17.8,0,0,0,0.1,0.1,0.06,-0.1,-0.1
865,Ezequiel Garay\Ezequiel-Garay,ar ARG,DF,Valencia,es La Liga,31,1986,23.7,2,13,6,46.2,0.55,0.25,0.15,0.33,9.4,0,0,0,1.5,1.5,0.12,+0.5,+0.5
866,Borja Garcés\Borja-Garces,es ESP,FWMF,Atlético Madrid,es La Liga,18,1999,0.2,1,3,1,33.3,13.50,4.50,0.33,1.00,18.4,0,0,0,0.2,0.2,0.08,+0.8,+0.8
867,Alberto García\Alberto-Garcia,es ESP,GK,Rayo Vallecano,es La Liga,33,1985,17.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
868,Aleix García\Aleix-Garcia,es ESP,MF,Girona,es La Liga,21,1997,18.5,2,19,5,26.3,1.03,0.27,0.11,0.40,25.2,7,0,0,1.5,1.5,0.08,+0.5,+0.5
869,Álvaro García\Alvaro-Garcia,es ESP,FWMF,Rayo Vallecano,es La Liga,25,1992,19.6,4,28,11,39.3,1.43,0.56,0.14,0.36,14.7,0,0,0,4.0,4.0,0.14,0.0,0.0
870,Borja García\Borja-Garcia,es ESP,FWMF,Girona,es La Liga,27,1990,29.2,1,27,13,48.1,0.92,0.45,0.04,0.08,21.9,0,0,0,1.8,1.8,0.07,-0.8,-0.8
871,Dani García\Dani-Garcia,es ESP,MF,Athletic Club,es La Liga,28,1990,27.5,0,2,0,0.0,0.07,0.00,0.00,,29.1,0,0,0,0.0,0.0,0.02,0.0,0.0
872,Javi García\Javi-Garcia,es ESP,DFMF,Betis,es La Liga,31,1987,5.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
873,Manu García\Manu-Garcia,es ESP,MF,Alavés,es La Liga,32,1986,25.9,2,28,5,17.9,1.08,0.19,0.07,0.40,16.1,0,0,0,2.1,2.1,0.08,-0.1,-0.1
874,Manu García\Manu-Garcia,es ESP,MF,Toulouse,fr Ligue 1,20,1998,20.5,0,18,3,16.7,0.88,0.15,0.00,0.00,23.4,0,0,0,1.0,1.0,0.06,-1.0,-1.0
875,Raúl García\Raul-Garcia,es ESP,MFFW,Athletic Club,es La Liga,32,1986,26.3,9,75,32,42.7,2.85,1.22,0.09,0.22,17.6,0,2,4,8.1,4.9,0.07,+0.9,+2.1
876,Raúl García\Raul-Garcia,es ESP,DF,Girona,es La Liga,29,1989,9.4,0,5,1,20.0,0.53,0.11,0.00,0.00,20.9,0,0,0,0.2,0.2,0.04,-0.2,-0.2
877,Raúl García\Raul-Garcia,es ESP,DF,Leganés,es La Liga,29,1989,4.2,0,2,0,0.0,0.47,0.00,0.00,,31.5,0,0,0,0.0,0.0,0.01,0.0,0.0
878,Sergio García\Sergio-Garcia,es ESP,FWMF,Espanyol,es La Liga,35,1983,16.5,2,36,10,27.8,2.18,0.61,0.06,0.20,15.1,1,0,0,4.1,4.1,0.12,-2.1,-2.1
879,James Garner\James-Garner,eng ENG,MF,Manchester Utd,eng Premier League,17,2001,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
880,Mario Gaspar\Mario-Gaspar,es ESP,DF,Villarreal,es La Liga,27,1990,28.9,1,26,7,26.9,0.90,0.24,0.04,0.14,16.0,0,0,0,1.6,1.6,0.06,-0.6,-0.6
881,Paulo Gazzaniga\Paulo-Gazzaniga,ar ARG,GK,Tottenham,eng Premier League,26,1992,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
882,Marcello Gazzola\Marcello-Gazzola,it ITA,DFMF,Parma,it Serie A,33,1985,10.2,1,2,1,50.0,0.20,0.10,0.50,1.00,13.0,0,0,0,0.9,0.9,0.46,+0.1,+0.1
883,Jean-Philippe Gbamin\Jean-Philippe-Gbamin,ci CIV,MF,Mainz 05,de Bundesliga,22,1995,29.7,2,34,8,23.5,1.15,0.27,0.06,0.25,30.3,3,0,0,1.4,1.4,0.04,+0.6,+0.6
884,David de Gea\David-de-Gea,es ESP,GK,Manchester Utd,eng Premier League,27,1990,38.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
885,Theodor Gebre Selassie\Theodor-Gebre-Selassie,cz CZE,DF,Werder Bremen,de Bundesliga,31,1986,31.3,3,27,12,44.4,0.86,0.38,0.11,0.25,11.3,0,0,0,3.8,3.8,0.14,-0.8,-0.8
886,Dennis Geiger\Dennis-Geiger,de GER,MFFW,Hoffenheim,de Bundesliga,20,1998,2.7,0,4,2,50.0,1.46,0.73,0.00,0.00,27.9,0,0,0,0.1,0.1,0.03,-0.1,-0.1
887,Jérémy Gélin\Jeremy-Gelin,fr FRA,DFMF,Rennes,fr Ligue 1,21,1997,14.2,0,7,2,28.6,0.49,0.14,0.00,0.00,18.9,0,0,0,0.7,0.7,0.11,-0.7,-0.7
888,Romain Genevois\Romain-Genevois,ht HAI,DF,Caen,fr Ligue 1,30,1987,4.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
889,Christian Gentner\Christian-Gentner,de GER,MF,Stuttgart,de Bundesliga,32,1985,22.4,0,33,6,18.2,1.47,0.27,0.00,0.00,15.9,1,0,0,2.7,2.7,0.09,-2.7,-2.7
890,Yannick Gerhardt\Yannick-Gerhardt,de GER,MF,Wolfsburg,de Bundesliga,24,1994,27.3,2,37,8,21.6,1.36,0.29,0.05,0.25,15.7,0,0,0,3.2,3.2,0.09,-1.2,-1.2
891,Valère Germain\Valere-Germain,fr FRA,FW,Marseille,fr Ligue 1,28,1990,24.1,8,54,20,37.0,2.24,0.83,0.15,0.40,12.0,0,0,0,4.7,4.7,0.09,+3.3,+3.3
892,Gerson\Gerson,br BRA,MFFW,Fiorentina,it Serie A,21,1997,27.0,3,40,8,20.0,1.48,0.30,0.08,0.38,18.9,0,0,0,2.8,2.8,0.07,+0.2,+0.2
893,Gervinho\Gervinho,ci CIV,FW,Parma,it Serie A,31,1987,25.6,11,45,20,44.4,1.76,0.78,0.24,0.55,14.5,0,0,0,8.0,8.0,0.18,+3.0,+3.0
894,Willem Geubbels\Willem-Geubbels,fr FRA,MF,Monaco,fr Ligue 1,16,2001,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
895,Lamine Ghezali\Lamine-Ghezali,fr FRA,FWMF,Saint-Étienne,fr Ligue 1,19,1999,0.5,1,1,1,100.0,2.05,2.05,1.00,1.00,6.7,0,0,0,0.4,0.4,0.43,+0.6,+0.6
896,Rachid Ghezzal\Rachid-Ghezzal,dz ALG,FWMF,Leicester City,eng Premier League,26,1992,8.3,1,21,6,28.6,2.54,0.73,0.05,0.17,19.5,1,0,0,1.1,1.1,0.05,-0.1,-0.1
897,Paolo Ghiglione\Paolo-Ghiglione,it ITA,MFDF,Frosinone,it Serie A,21,1997,5.7,1,8,3,37.5,1.40,0.53,0.13,0.33,20.5,0,0,0,0.3,0.3,0.04,+0.7,+0.7
898,Saman Ghoddos\Saman-Ghoddos,ir IRN,FWMF,Amiens,fr Ligue 1,24,1993,20.3,4,42,17,40.5,2.07,0.84,0.10,0.24,24.0,9,0,0,2.4,2.4,0.06,+1.6,+1.6
899,Faouzi Ghoulam\Faouzi-Ghoulam,dz ALG,DF,Napoli,it Serie A,27,1991,12.8,1,9,3,33.3,0.70,0.23,0.11,0.33,12.5,0,0,0,0.9,0.9,0.10,+0.1,+0.1
900,Emanuele Giaccherini\Emanuele-Giaccherini,it ITA,MFFW,Chievo,it Serie A,33,1985,22.3,3,31,11,35.5,1.39,0.49,0.06,0.18,21.1,3,1,2,4.0,2.5,0.08,-1.0,-0.5
901,Morgan Gibbs-White\Morgan-Gibbs-White,eng ENG,MFFW,Wolves,eng Premier League,18,2000,7.4,0,8,1,12.5,1.09,0.14,0.00,0.00,18.6,0,0,0,0.9,0.9,0.12,-0.9,-0.9
902,Ben Gibson\Ben-Gibson,eng ENG,DF,Burnley,eng Premier League,25,1993,0.7,1,1,1,100.0,1.45,1.45,1.00,1.00,3.0,0,0,0,0.5,0.5,0.47,+0.5,+0.5
903,Fabian Giefer\Fabian-Giefer,de GER,GK,Augsburg,de Bundesliga,28,1990,4.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
904,Niko Gießelmann\Niko-Giesselmann,de GER,DF,Düsseldorf,de Bundesliga,26,1991,28.8,0,25,6,24.0,0.87,0.21,0.00,0.00,20.5,0,0,0,0.9,0.9,0.04,-0.9,-0.9
905,Daniel Ginczek\Daniel-Ginczek,de GER,FW,Wolfsburg,de Bundesliga,27,1991,14.2,6,32,14,43.8,2.26,0.99,0.19,0.43,16.6,0,0,0,3.8,3.8,0.12,+2.2,+2.2
906,Matthias Ginter\Matthias-Ginter,de GER,DF,M'Gladbach,de Bundesliga,24,1994,26.4,2,22,8,36.4,0.83,0.30,0.09,0.25,10.9,0,0,0,2.0,2.0,0.09,0.0,0.0
907,Andrei Girotto\Andrei-Girotto,br BRA,MF,Nantes,fr Ligue 1,26,1992,16.4,2,22,5,22.7,1.34,0.31,0.09,0.40,23.1,1,0,0,1.1,1.1,0.05,+0.9,+0.9
908,Olivier Giroud\Olivier-Giroud,fr FRA,FW,Chelsea,eng Premier League,31,1986,9.4,2,31,10,32.3,3.29,1.06,0.06,0.20,10.1,0,0,0,3.7,3.7,0.12,-1.7,-1.7
909,Kamil Glik\Kamil-Glik,pl POL,DF,Monaco,fr Ligue 1,30,1988,33.0,1,17,3,17.6,0.52,0.09,0.06,0.33,8.8,0,0,0,1.2,1.2,0.07,-0.2,-0.2
910,Serge Gnabry\Serge-Gnabry,de GER,FWMF,Bayern Munich,de Bundesliga,23,1995,19.6,10,65,32,49.2,3.32,1.63,0.15,0.31,14.7,0,0,0,7.8,7.8,0.12,+2.2,+2.2
911,Joris Gnagnon\Joris-Gnagnon,fr FRA,DFMF,Sevilla,es La Liga,21,1997,5.0,0,3,1,33.3,0.61,0.20,0.00,0.00,15.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1
912,Eddy Gnahoré\Eddy-Gnahore,fr FRA,MF,Amiens,fr Ligue 1,24,1993,24.9,4,31,14,45.2,1.24,0.56,0.13,0.29,16.0,1,0,0,3.7,3.7,0.12,+0.3,+0.3
913,Massimo Gobbi\Massimo-Gobbi,it ITA,DF,Parma,it Serie A,37,1980,13.1,0,3,0,0.0,0.23,0.00,0.00,,21.4,0,0,0,0.1,0.1,0.04,-0.1,-0.1
914,Kevin Goden\Kevin-Goden,de GER,DFFW,Nürnberg,de Bundesliga,19,1999,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
915,Diego Godín\Diego-Godin,uy URU,DF,Atlético Madrid,es La Liga,32,1986,27.9,3,17,8,47.1,0.61,0.29,0.18,0.38,7.6,0,0,0,3.1,3.1,0.18,-0.1,-0.1
916,Mauro Goicoechea\Mauro-Goicoechea,uy URU,GK,Toulouse,fr Ligue 1,30,1988,7.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
917,Edoardo Goldaniga\Edoardo-Goldaniga,it ITA,DF,Frosinone,it Serie A,24,1993,29.0,1,10,1,10.0,0.34,0.03,0.10,1.00,14.4,0,0,0,1.6,1.6,0.16,-0.6,-0.6
918,Pierluigi Gollini\Pierluigi-Gollini,it ITA,GK,Atalanta,it Serie A,23,1995,20.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
919,Aleksandr Golovin\Aleksandr-Golovin,ru RUS,MFFW,Monaco,fr Ligue 1,22,1996,25.4,3,49,15,30.6,1.93,0.59,0.06,0.20,18.3,0,0,0,4.7,4.7,0.10,-1.7,-1.7
920,André Gomes\Andre-Gomes,pt POR,MF,Everton,eng Premier League,25,1993,22.0,1,22,5,22.7,1.00,0.23,0.05,0.20,19.5,0,0,0,1.7,1.7,0.09,-0.7,-0.7
921,Angel Gomes\Angel-Gomes,eng ENG,MFFW,Manchester Utd,eng Premier League,17,2000,0.3,0,2,1,50.0,6.67,3.33,0.00,0.00,18.9,0,0,0,0.1,0.1,0.05,-0.1,-0.1
922,Ibai Gómez\Ibai-Gomez,es ESP,FW,Athletic Club,es La Liga,28,1989,6.4,0,8,3,37.5,1.24,0.47,0.00,0.00,16.8,0,0,0,0.5,0.5,0.06,-0.5,-0.5
923,Ibai Gómez\Ibai-Gomez,es ESP,MFFW,Alavés,es La Liga,28,1989,16.1,3,43,10,23.3,2.67,0.62,0.07,0.30,21.6,5,0,1,3.5,2.7,0.06,-0.5,+0.3
924,Joe Gomez\Joe-Gomez,eng ENG,DF,Liverpool,eng Premier League,21,1997,11.8,0,4,1,25.0,0.34,0.08,0.00,0.00,16.7,0,0,0,0.2,0.2,0.05,-0.2,-0.2
925,Mario Gómez\Mario-Gomez,de GER,FW,Stuttgart,de Bundesliga,33,1985,24.6,7,56,21,37.5,2.28,0.85,0.13,0.33,14.1,0,0,0,10.3,10.3,0.19,-3.3,-3.3
926,Maxi Gómez\Maxi-Gomez,uy URU,FW,Celta Vigo,es La Liga,21,1996,32.9,13,81,28,34.6,2.46,0.85,0.15,0.43,15.7,7,1,1,11.0,10.3,0.13,+2.0,+1.7
927,Moi Gómez\Moi-Gomez,es ESP,MF,Huesca,es La Liga,24,1994,33.9,2,25,8,32.0,0.74,0.24,0.08,0.25,22.0,2,0,0,1.8,1.8,0.07,+0.2,+0.2
928,Papu Gómez\Papu-Gomez,ar ARG,MFFW,Atalanta,it Serie A,30,1988,32.2,7,104,36,34.6,3.23,1.12,0.07,0.19,20.5,5,0,0,8.9,8.9,0.09,-1.9,-1.9
929,Sergi Gómez\Sergi-Gomez,es ESP,DF,Sevilla,es La Liga,26,1992,30.7,0,9,3,33.3,0.29,0.10,0.00,0.00,10.3,0,0,0,0.8,0.8,0.08,-0.8,-0.8
930,Alfred Gomis\Alfred-Gomis,sn SEN,GK,SPAL,it Serie A,24,1993,19.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
931,Maxime Gonalons\Maxime-Gonalons,fr FRA,MF,Sevilla,es La Liga,29,1989,6.0,0,2,0,0.0,0.33,0.00,0.00,,16.9,0,0,0,0.1,0.1,0.05,-0.1,-0.1
932,Anthony Gonçalves\Anthony-Goncalves,fr FRA,MFFW,Strasbourg,fr Ligue 1,32,1986,11.8,5,13,10,76.9,1.11,0.85,0.38,0.50,17.4,0,0,0,1.4,1.4,0.10,+3.6,+3.6
933,Jérôme Gondorf\Jerome-Gondorf,de GER,MFFW,Freiburg,de Bundesliga,30,1988,14.4,2,24,8,33.3,1.67,0.56,0.08,0.25,21.8,4,0,0,1.5,1.5,0.06,+0.5,+0.5
934,Álvaro González\Alvaro-Gonzalez,es ESP,DF,Villarreal,es La Liga,28,1990,32.9,1,13,2,15.4,0.39,0.06,0.08,0.50,14.0,0,0,0,1.0,1.0,0.07,0.0,0.0
935,Bruno González\Bruno-Gonzalez,es ESP,DF,Getafe,es La Liga,28,1990,18.9,0,6,1,16.7,0.32,0.05,0.00,0.00,8.1,0,0,0,0.5,0.5,0.08,-0.5,-0.5
936,Cristo González\Cristo-Gonzalez,es ESP,FW,Real Madrid,es La Liga,20,1997,0.5,0,1,0,0.0,2.00,0.00,0.00,,23.0,0,0,0,0.0,0.0,0.05,0.0,0.0
937,Giancarlo González\Giancarlo-Gonzalez,cr CRC,DF,Bologna,it Serie A,30,1988,8.3,0,4,0,0.0,0.48,0.00,0.00,,9.4,0,0,0,0.2,0.2,0.05,-0.2,-0.2
938,Nicolás González\Nicolas-Gonzalez,ar ARG,FWMF,Stuttgart,de Bundesliga,20,1998,24.0,2,55,11,20.0,2.29,0.46,0.04,0.18,13.7,0,0,0,6.3,6.3,0.12,-4.3,-4.3
939,Jon Gorenc Stanković\Jon-Gorenc-Stankovic,si SVN,MFDF,Huddersfield,eng Premier League,22,1996,7.9,1,9,2,22.2,1.13,0.25,0.11,0.50,15.1,0,0,0,0.9,0.9,0.10,+0.1,+0.1
940,Leon Goretzka\Leon-Goretzka,de GER,MF,Bayern Munich,de Bundesliga,23,1995,22.5,8,53,20,37.7,2.36,0.89,0.15,0.40,15.7,0,0,0,6.1,6.1,0.12,+1.9,+1.9
941,Mathieu Gorgelin\Mathieu-Gorgelin,fr FRA,GK,Lyon,fr Ligue 1,27,1990,4.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
942,Mirko Gori\Mirko-Gori,it ITA,MF,Frosinone,it Serie A,25,1993,3.7,0,4,3,75.0,1.09,0.82,0.00,0.00,16.8,0,0,0,0.3,0.3,0.07,-0.3,-0.3
943,Andoni Gorosabel\Andoni-Gorosabel,es ESP,DF,Real Sociedad,es La Liga,21,1996,5.1,0,2,0,0.0,0.40,0.00,0.00,,20.8,0,0,0,0.1,0.1,0.05,-0.1,-0.1
944,Robin Gosens\Robin-Gosens,de GER,DFMF,Atalanta,it Serie A,24,1994,21.6,3,25,9,36.0,1.16,0.42,0.12,0.33,12.7,0,0,0,2.0,2.0,0.08,+1.0,+1.0
945,Dan Gosling\Dan-Gosling,eng ENG,MF,Bournemouth,eng Premier League,28,1990,19.3,2,21,7,33.3,1.09,0.36,0.10,0.29,16.8,0,0,0,1.5,1.5,0.07,+0.5,+0.5
946,Felix Götze\Felix-Gotze,de GER,MF,Augsburg,de Bundesliga,20,1998,1.4,1,1,1,100.0,0.71,0.71,1.00,1.00,1.0,0,0,0,0.9,0.9,0.88,+0.1,+0.1
947,Mario Götze\Mario-Gotze,de GER,FWMF,Dortmund,de Bundesliga,26,1992,18.6,7,26,16,61.5,1.40,0.86,0.27,0.44,14.2,0,0,0,4.7,4.7,0.18,+2.3,+2.3
948,Prince-Désir Gouano\Prince-Desir-Gouano,fr FRA,DF,Amiens,fr Ligue 1,24,1993,29.1,1,6,2,33.3,0.21,0.07,0.17,0.50,16.5,0,0,0,0.5,0.5,0.08,+0.5,+0.5
949,Yoann Gourcuff\Yoann-Gourcuff,fr FRA,MFFW,Dijon,fr Ligue 1,32,1986,1.5,0,8,1,12.5,5.37,0.67,0.00,0.00,17.9,1,0,0,0.5,0.5,0.07,-0.5,-0.5
950,Jeffrey Gouweleeuw\Jeffrey-Gouweleeuw,nl NED,DF,Augsburg,de Bundesliga,27,1991,23.2,0,7,2,28.6,0.30,0.09,0.00,0.00,22.0,0,0,0,0.4,0.4,0.06,-0.4,-0.4
951,Paolo Gozzi Iweru\Paolo-Gozzi-Iweru,it ITA,DF,Juventus,it Serie A,17,2001,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
952,Max Gradel\Max-Gradel,ci CIV,FWMF,Toulouse,fr Ligue 1,30,1987,36.0,11,112,33,29.5,3.11,0.92,0.06,0.21,19.0,11,4,8,14.6,8.7,0.08,-3.6,-1.7
953,Jonathan Gradit\Jonathan-Gradit,fr FRA,DF,Caen,fr Ligue 1,25,1992,22.3,0,2,0,0.0,0.09,0.00,0.00,,26.0,0,0,0,0.0,0.0,0.02,0.0,0.0
954,Samuel Grandsir\Samuel-Grandsir,fr FRA,FWMF,Monaco,fr Ligue 1,21,1996,5.2,0,7,1,14.3,1.34,0.19,0.00,0.00,24.9,0,0,0,0.2,0.2,0.03,-0.2,-0.2
955,Samuel Grandsir\Samuel-Grandsir,fr FRA,FWMF,Strasbourg,fr Ligue 1,21,1996,2.6,0,1,1,100.0,0.38,0.38,0.00,0.00,18.4,0,0,0,0.1,0.1,0.07,-0.1,-0.1
956,Álex Granell\Alex-Granell,es ESP,MFDF,Girona,es La Liga,29,1988,26.6,0,40,7,17.5,1.51,0.26,0.00,0.00,29.1,8,0,0,1.1,1.1,0.03,-1.1,-1.1
957,Esteban Granero\Esteban-Granero,es ESP,MF,Espanyol,es La Liga,31,1987,22.4,3,29,7,24.1,1.30,0.31,0.10,0.43,23.2,13,0,0,2.0,2.0,0.07,+1.0,+1.0
958,Karlan Grant\Karlan-Grant,eng ENG,FWMF,Huddersfield,eng Premier League,20,1997,9.7,3,21,10,47.6,2.16,1.03,0.14,0.30,15.9,0,0,0,2.7,2.7,0.13,+0.3,+0.3
959,Alberto Grassi\Alberto-Grassi,it ITA,MF,Parma,it Serie A,23,1995,5.1,0,5,1,20.0,0.97,0.19,0.00,0.00,14.0,0,0,0,0.7,0.7,0.14,-0.7,-0.7
960,Andre Gray\Andre-Gray,jm JAM,FW,Watford,eng Premier League,27,1991,15.2,7,37,15,40.5,2.44,0.99,0.19,0.47,13.7,0,0,0,6.1,6.1,0.17,+0.9,+0.9
961,Demarai Gray\Demarai-Gray,eng ENG,FWMF,Leicester City,eng Premier League,22,1996,22.1,4,46,19,41.3,2.09,0.86,0.09,0.21,18.9,1,0,0,4.1,4.1,0.09,-0.1,-0.1
962,Mason Greenwood\Mason-Greenwood,eng ENG,FW,Manchester Utd,eng Premier League,16,2001,1.3,0,7,4,57.1,5.38,3.08,0.00,0.00,13.1,0,0,0,0.9,0.9,0.12,-0.9,-0.9
963,Michael Gregoritsch\Michael-Gregoritsch,at AUT,MFFW,Augsburg,de Bundesliga,24,1994,27.6,6,85,26,30.6,3.08,0.94,0.06,0.19,16.0,6,1,1,8.7,7.9,0.09,-2.7,-2.9
964,Clément Grenier\Clement-Grenier,fr FRA,MF,Rennes,fr Ligue 1,27,1991,29.6,2,50,13,26.0,1.69,0.44,0.04,0.15,25.7,28,0,1,3.9,3.0,0.06,-1.9,-1.0
965,Antoine Griezmann\Antoine-Griezmann,fr FRA,FW,Atlético Madrid,es La Liga,27,1991,35.5,15,110,45,40.9,3.10,1.27,0.11,0.27,19.1,16,3,3,13.7,11.4,0.11,+1.3,+0.6
966,Vincenzo Grifo\Vincenzo-Grifo,it ITA,MFFW,Freiburg,de Bundesliga,25,1993,15.9,6,38,13,34.2,2.40,0.82,0.13,0.38,20.4,6,1,1,3.3,2.6,0.07,+2.7,+2.4
967,Vincenzo Grifo\Vincenzo-Grifo,it ITA,MFFW,Hoffenheim,de Bundesliga,25,1993,3.7,1,13,2,15.4,3.49,0.54,0.00,0.00,21.8,2,1,1,1.5,0.7,0.06,-0.5,-0.7
968,Florian Grillitsch\Florian-Grillitsch,at AUT,MF,Hoffenheim,de Bundesliga,22,1995,26.6,0,33,11,33.3,1.24,0.41,0.00,0.00,22.5,0,0,0,1.4,1.4,0.04,-1.4,-1.4
969,Jérémy Grimm\Jeremy-Grimm,fr FRA,MF,Strasbourg,fr Ligue 1,31,1987,1.9,0,2,1,50.0,1.07,0.54,0.00,0.00,31.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1
970,Pascal Groß\Pascal-Gross,de GER,MF,Brighton,eng Premier League,27,1991,20.7,3,21,7,33.3,1.01,0.34,0.10,0.29,17.2,1,1,2,3.7,2.2,0.11,-0.7,-0.2
971,Sergej Grubac\Sergej-Grubac,me MNE,FWMF,Chievo,it Serie A,18,2000,1.7,0,2,0,0.0,1.15,0.00,0.00,,10.5,0,0,0,0.1,0.1,0.04,-0.1,-0.1
972,Marko Grujić\Marko-Grujic,rs SRB,MF,Hertha BSC,de Bundesliga,22,1996,19.8,5,45,21,46.7,2.28,1.06,0.11,0.24,18.5,0,0,0,3.7,3.7,0.08,+1.3,+1.3
973,Vicente Guaita\Vicente-Guaita,es ESP,GK,Crystal Palace,eng Premier League,31,1987,19.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
974,Andrés Guardado\Andres-Guardado,mx MEX,MFDF,Betis,es La Liga,31,1986,25.9,0,26,5,19.2,1.00,0.19,0.00,0.00,22.2,2,0,0,1.5,1.5,0.06,-1.5,-1.5
975,Sergi Guardiola\Sergi-Guardiola,es ESP,MFFW,Getafe,es La Liga,27,1991,0.3,0,2,0,0.0,6.00,0.00,0.00,,21.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1
976,Sergi Guardiola\Sergi-Guardiola,es ESP,FW,Valladolid,es La Liga,27,1991,16.8,3,45,15,33.3,2.68,0.89,0.07,0.20,15.8,0,0,1,4.6,3.8,0.08,-1.6,-0.8
977,Metehan Güçlü\Metehan-Guclu,tr TUR,FW,Paris S-G,fr Ligue 1,19,1999,0.2,1,2,2,100.0,10.59,10.59,0.50,0.50,13.2,0,0,0,0.2,0.2,0.12,+0.8,+0.8
978,Gonçalo Guedes\Goncalo-Guedes,pt POR,MFFW,Valencia,es La Liga,21,1996,16.3,5,35,14,40.0,2.15,0.86,0.14,0.36,20.7,1,0,0,2.1,2.1,0.06,+2.9,+2.9
979,Mattéo Guendouzi\Matteo-Guendouzi,fr FRA,MF,Arsenal,eng Premier League,19,1999,23.9,0,15,3,20.0,0.63,0.13,0.00,0.00,24.6,0,0,0,0.4,0.4,0.03,-0.4,-0.4
980,Javi Guerra\Javi-Guerra,es ESP,FWMF,Rayo Vallecano,es La Liga,36,1982,2.6,0,7,0,0.0,2.67,0.00,0.00,,13.0,0,0,0,0.5,0.5,0.07,-0.5,-0.5
981,Raphaël Guerreiro\Raphael-Guerreiro,pt POR,FWDF,Dortmund,de Bundesliga,24,1993,17.0,2,34,14,41.2,2.00,0.83,0.06,0.14,19.8,3,0,0,2.9,2.9,0.09,-0.9,-0.9
982,Francis Guerrero\Francis-Guerrero,es ESP,DFMF,Betis,es La Liga,22,1996,19.8,0,10,4,40.0,0.51,0.20,0.00,0.00,18.6,0,0,0,0.4,0.4,0.04,-0.4,-0.4
983,Guido Guerrieri\Guido-Guerrieri,it ITA,GK,Lazio,it Serie A,22,1996,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0
984,Ander Guevara\Ander-Guevara,es ESP,MF,Real Sociedad,es La Liga,21,1997,1.0,0,3,0,0.0,3.00,0.00,0.00,,24.5,0,0,0,0.1,0.1,0.02,-0.1,-0.1
